 	è	possibile	che	è	entrato	da	qui	</S>
a13	0.19355494744	0.6165264204	0.0504379222	0.0333707705576	0.0431486392754	0.01710166232	0.033168406088	0.012691248764
a31	0.142818417868	0.415899318	0.0426502534	0.0091142284342	0.0635568975143	0.0657623587944	0.205785860036	0.05441269
a15	0.0082004093896	0.601220972	0.1866509134	0.0093450655112	0.0545815702428	0.0529211351348	0.0782735585388	0.00880637186
a20	0.004146113916	0.745124166	0.1038307202	0.012568496635	0.0575899776938	0.029415862196	0.02012343244	0.02720127248
a11	0.01032494314	0.655716606	0.0480340258	0.036093750268	0.049016094874	0.0532430751	0.05760102848	0.0899705028
a31	0.03202370748	0.508898026	0.0796229672	0.06117302394	0.042412062697	0.079979069474	0.12737161164	0.06851953052
a39	0.0884154319686	0.381341312	0.3138954878	0.039008789298	0.046616797619	0.044958431288	0.05113413948	0.03462960176
a46	0.0986236294	0.5386168768	0.069803321	0.08012193519	0.066517905539	0.0615559704852	0.04754207696	0.03721829408
a18	0.09870450262	0.504729878	0.064767605	0.03291029654	0.031247509402	0.085303183424	0.1133421606	0.068994864
a31	0.0713181249	0.29371249	0.1058237212	0.0443335709	0.0486005092	0.11613426814	0.157276566	0.162800738
a13	0.189673026	0.324150274	0.1000726396	0.0626776278	0.0545182097	0.08125338548	0.1147360382	0.072918786
a31	0.1195403488	0.1031939848	0.1384060748	0.0518328978	0.0643200624	0.1645646934	0.161001152	0.197140785
a46	0.218322694	0.136911212	0.1102222088	0.1065741972	0.087080116	0.102744534	0.119702922	0.1184421312
a31	0.148534628	0.1191067728	0.0985270128	0.078856028	0.0984870092	0.145405601	0.189472159	0.1216107948
</S>	0.1262091966	0.1187233524	0.0983691152	0.125195916	0.100487002	0.128290956	0.156243186	0.146481254
