 	li	vestono	i	genitori	</S>
a31	0.4114004319	0.11047103986	0.158047726148	0.09606283724	0.224017961948
a46	0.324443388512	0.219716792868	0.3410831909	0.059450916986	0.0553057546182
a18	0.142876310334	0.063465023042	0.524555692	0.16601569354	0.103087278634
a35	0.46479794338	0.0974101186	0.206183203	0.06429500036	0.167313722268
a15	0.52030835364	0.04507246462	0.2067503576	0.0406578892	0.18721093352
a39	0.5169553486	0.059591234	0.1896246332	0.0545843204	0.179244457
a31	0.3982129466	0.09210087208	0.17239375	0.1017142664	0.235578128
a11	0.2652512928	0.13526845472	0.267261268	0.1270276722	0.2051913096
a20	0.5299920372	0.07755062	0.0872873476	0.0594836096	0.245686412
a31	0.390456506	0.129058484	0.146533498	0.1056368696	0.228314618
a39	0.337807218	0.17688497	0.1924529884	0.1538732106	0.138981603
a20	0.3485164792	0.109852718	0.1023997556	0.0980242872	0.341206796
a46	0.228626116	0.1298622736	0.124068987	0.197886364	0.319556258
a31	0.189566282	0.156570054	0.128542304	0.22511997	0.300201396
a15	0.188000168	0.199210747	0.23956298	0.189675163	0.183550929
a24	0.220504468	0.147153483	0.1290073904	0.196636082	0.3066985732
a20	0.288593012	0.1684801714	0.146707462	0.189146758	0.207072611
a31	0.205517546	0.164618014	0.156999554	0.234462758	0.238402156
a13	0.19143679	0.198922779	0.199279568	0.19242984	0.217931072
a46	0.234933884	0.175556066	0.156327304	0.239091186	0.194091574
a14	0.224443228	0.186990916	0.16398545	0.256219916	0.168360466
a20	0.24439944	0.177017264	0.159125016	0.237417742	0.1820405288
a31	0.227993154	0.177306882	0.1594963468	0.24922554	0.185978094
</S>	0.207708777	0.188257164	0.176214004	0.1776195772	0.250200482
