 	io	nella	mia	vita	ho	sempre	lavorato	</S>
a8	0.17351577804	0.207235436292	0.02999254386	0.1455933592	0.156345541	0.2056580056	0.052510885858	0.029148440292
a31	0.1213065546	0.06929355326	0.01972642638	0.234111660946	0.10598501588	0.36259567192	0.076367543	0.01061355658
a29	0.00479973394	0.00878864258	0.006943924128	0.069968316552	0.149673894014	0.4852354348	0.26083131	0.0137587523
a10	0.0206916408	0.055087053408	0.002253042134	0.190412128948	0.2086544573	0.3906818718	0.1250960299	0.00712372438
a24	0.008290421572	0.09637804572	0.004991583676	0.17693685554	0.20115981304	0.4404762309	0.06647305382	0.005293980376
a31	0.010326645732	0.04224855	0.004566489668	0.122032461016	0.1136682645	0.532236834	0.1474319996	0.027488785432
a24	0.02288208924	0.2894462546	0.0237783064	0.1028691172	0.14677925441	0.3458089984	0.06681738388	0.001618617024
a16	0.039044430072	0.0574532392	0.0059963305	0.2094515312	0.04925907466	0.519067763	0.10939877368	0.010328844536
a31	0.064676493	0.19693702	0.022148467	0.15063270826	0.044310787	0.4277134104	0.0723888688	0.021192227114
a20	0.0602023044	0.099583976	0.0292685528	0.2294281928	0.1997154257	0.325856464	0.0464924162	0.009452632286
a31	0.058808829	0.1627376062	0.017848124	0.22816053582	0.03340702646	0.3717514554	0.1071503808	0.020136096408
a11	0.2063151308	0.1136164888	0.0413308288	0.2293273816	0.1480918557	0.1904275672	0.0607661673	0.010124620188
a17	0.09180550586	0.185043846	0.0335261069	0.1265292308	0.0322600578	0.293745488	0.18849823	0.04859154562
a11	0.1534467437	0.23946707	0.0358413188	0.0761592006	0.0392935114	0.2426758356	0.170096656	0.04301965656
a17	0.08529569	0.3283322112	0.0620572286	0.1457935744	0.036144325	0.207716068	0.09512648046	0.03953443908
a31	0.0460815032	0.278847598	0.0795902442	0.112713124	0.0690105238	0.290717072	0.094060282	0.02897963678
a20	0.03829460012	0.0823160885	0.0682726156	0.329267928	0.0853648371	0.275198984	0.06283985868	0.0584450534
a31	0.1285442396	0.252513806	0.0598135768	0.119111954	0.05895471	0.198073021	0.1220387056	0.0609500064
a20	0.124055305	0.0921019174	0.0635874796	0.2462351154	0.0706923548	0.1861822608	0.0964428446	0.1207027192
a8	0.1318415452	0.2529187174	0.0822717648	0.130428106	0.0599399176	0.1551159504	0.0971201086	0.0903638784
a31	0.112592754	0.154992352	0.095954631	0.0900462234	0.122011742	0.143912524	0.189520978	0.090968739
a24	0.14960151352	0.1015525266	0.0600504296	0.13550394734	0.0738857474	0.173370992	0.1671528076	0.138882042
a31	0.0930021634	0.170995412	0.100022702	0.130647104	0.0692529508	0.164018244	0.1535396932	0.1185217632
a10	0.06326774052	0.093150802	0.0646726766	0.1783701352	0.0907642736	0.160537674	0.2058400098	0.143396694
a31	0.1114241498	0.1752335448	0.1288728416	0.150507624	0.077191787	0.132744487	0.091694771	0.1323308264
a11	0.06214596874	0.1099183002	0.0949639572	0.206307668	0.1069136784	0.133323784	0.173410104	0.1130165392
a46	0.1073613312	0.173932108	0.146938398	0.157857754	0.0936669456	0.12550925648	0.0766197528	0.1181144514
a6	0.1306234528	0.16856008	0.125030717	0.135430132	0.12935045	0.0884586876	0.1512988002	0.0712477318
a31	0.15692143	0.187976434	0.0916452168	0.1131311236	0.090027778	0.109875458	0.1479007606	0.102521802
a26	0.12668543312	0.1021753242	0.0697878536	0.11136309516	0.062094103	0.151152108	0.282810214	0.093931886
a31	0.1358940588	0.180261226	0.1278086208	0.120072322	0.13712891	0.1079841812	0.106538852	0.0843118388
a8	0.09827590708	0.0949456218	0.0749302794	0.111466202	0.0867352562	0.14171209	0.2503301368	0.141604494
</S>	0.15573777	0.168169628	0.1210359996	0.133222122	0.1214830748	0.1048097135	0.1061559614	0.08938574
