 	il	vino	buono	deve	essere	invecchiato	</S>
a24	0.6166672522	0.0502462068768	0.0041522751424	0.0018587534816	0.0026529519452	0.292023960258	0.032398626771
a46	0.62956443841	0.168519078088	0.160452652744	0.0178433086988	0.0110377596526	0.00783817958884	0.004744583722
a31	0.563253805398	0.19529540886	0.0913768767016	0.013955184662	0.0308516654285	0.092388687523	0.01287838938
a17	0.64007800832	0.153838588896	0.119658766412	0.016173728815	0.0121278859115	0.057460631161	0.00066242697
a37	0.706877015308	0.03745557046	0.0457811165946	0.0638285184928	0.0170550253536	0.09928617137	0.029716529616
a31	0.35690315096	0.1482219024	0.13334126988	0.0396305560352	0.02325216128	0.202559317172	0.0960916235
a39	0.3139944442	0.0409704994	0.20255527556	0.04143989142	0.06147293672	0.291486472	0.0480805109
a31	0.07677973334	0.1650966642	0.1259567596	0.070430184812	0.09650612628	0.3709565636	0.0942739484
a37	0.3220451616	0.0544712634	0.0942018186	0.09313540414	0.169698748	0.223190884	0.0432566546
a31	0.0510891346	0.1873428612	0.142100761	0.08165283492	0.1571647272	0.2427158774	0.1379338228
a46	0.1021324817	0.11446699308	0.1400328306	0.1002046886	0.1610211534	0.2515595894	0.1305822636
a31	0.0771638968	0.2112375052	0.1478940548	0.0854325828	0.137351592	0.2081730812	0.132747314
a46	0.10820453136	0.11798336434	0.1508947812	0.10272788	0.1650703292	0.17670370194	0.178415374
</S>	0.11199794	0.144931267	0.1711421008	0.108811424	0.208008468	0.13089298992	0.124215818
