 	non	so	cosa	scrive	</S>
a46	0.421437774	0.0939207408	0.445250664	0.009730842672	0.029659992992
a8	0.34833263188	0.19459168146	0.3926184532	0.00133903976114	0.063118217692
a31	0.063861407	0.2716002828	0.3970276686	0.001513298054	0.26599734786
a13	0.2179904176	0.27070148	0.3721265938	0.005608647826	0.133572813793
a31	0.1119269146	0.468849562	0.2462476964	0.005130708136	0.167845109052
a28	0.30907897292	0.4773312454	0.128798403	0.0136084899696	0.0711828779
a31	0.0816911252	0.538418824	0.1439759512	0.03238470446	0.203529383926
a37	0.2543388814	0.349610836	0.101346395	0.0972900570036	0.197413817394
a31	0.0977663648	0.3094091466	0.112705236069	0.217470324068	0.262648936786
a11	0.2017794906	0.2015638194	0.113305489	0.259506259208	0.223844943895
a31	0.1346462598	0.1693761772	0.14359693068	0.320045828	0.232334819
a20	0.2254633708	0.1634785348	0.1322847615	0.328875148	0.149898192
a31	0.133423472	0.1441862618	0.1653043412	0.357063746	0.200022154
</S>	0.1289073686	0.12184556386	0.1386830472	0.310921468	0.29964257
