 	io	non	ho	cosa	da	mangiare	</S>
a31	0.431168724	0.0475793432	0.1010666608	0.0562065647	0.01993985432	0.16747814296	0.176560696672
a37	0.2819892984	0.09239925796	0.1326731042	0.083401149	0.067025096494	0.2597896796	0.08272241774
a31	0.0813457852	0.11169557444	0.0332956531	0.0482526298	0.078233088039	0.5365565734	0.11062073236
a18	0.4060488868	0.1239640966	0.0744369658	0.187218798	0.0845614046964	0.07342611714	0.05034370854
a31	0.0872217516	0.123897842888	0.0958037368	0.20480715792	0.051962787642	0.386796877	0.0495098351
a11	0.64257607552	0.05533142599	0.0422041094	0.1052265582	0.0921224289577	0.05196377828	0.01057556304
a37	0.4546691074	0.0847459865	0.03258338634	0.13150563904	0.072225291364	0.1509571434	0.073313424666
a15	0.522116464	0.0855056098	0.0315046422	0.081491650596	0.0879905982278	0.086699084	0.10469195822
a39	0.599581512	0.0764044704	0.0396012587	0.07707605692	0.065860256414	0.1080796906	0.033396748174
a31	0.335560634	0.1484150728	0.067885938	0.1340340152	0.093466211	0.1352419404	0.0853961504
a39	0.2318907668	0.1451305389	0.0818577684	0.132676546	0.07323883454	0.22923026	0.105975306
a20	0.56121616	0.126851514	0.0611762112	0.0639461946	0.066479245	0.063587661	0.0567429338
a24	0.477008464	0.150732948	0.074799326	0.101378824	0.0637927816	0.0728116836	0.059475961
a31	0.397670358	0.1344916608	0.0888423688	0.115117426	0.0753412702	0.12462248	0.063914424
a46	0.364432449	0.142951048	0.078415826	0.094582728	0.0804309164	0.1188166788	0.120370414
a31	0.280065558	0.152432114	0.094354123	0.115416076	0.109912264	0.115324066	0.13249583
a3	0.1350613854	0.192984954	0.11258857	0.114115828	0.142945804	0.15715952	0.145143952
a31	0.194960368	0.158114744	0.12987657	0.136685898	0.13652303	0.12725434	0.116585056
</S>	0.11405196206	0.1358847768	0.107320637	0.1150730608	0.170168802	0.189675166	0.16782564
