 	voglio	che	Maria	viene	domani	</S>
a33	0.5592031268	0.0965478848	0.01519719288	0.0250285524	0.0707392468	0.233283968994
a31	0.495437248	0.079738365	0.117068996581	0.011078594866	0.0849451926479	0.211731638508
a11	0.5247841406	0.106953718	0.281586662127	0.0081024773808	0.0436489044204	0.03492405042
a31	0.1507199004	0.216499536	0.212475527488	0.01463555278	0.27480082789	0.130868659366
a18	0.0891677444	0.39483064	0.31419242388	0.01023342268	0.14033924872	0.0512364985
a31	0.1117538602	0.1620770572	0.23769945336	0.07363229494	0.22775462838	0.187082736
a42	0.245378602	0.4599566146	0.24174327788	0.0142371624	0.018531347937	0.02015300728
a37	0.157890874	0.225617904	0.140511248	0.1399634082	0.1706879946	0.1653285614
a31	0.1778044738	0.107686518	0.169277575	0.2136283466	0.1908053352	0.14079778
a20	0.1181023294	0.10412681328	0.104391834	0.318608462	0.1645997504	0.190170784
a31	0.20544819	0.124313198	0.1176882312	0.162068852	0.14420643	0.24627513
a8	0.1275394104	0.11462526368	0.149444096	0.169056438	0.160885478	0.278449302
</S>	0.1514618932	0.121884345	0.132145026	0.161764612	0.217254452	0.215489672
