 	le	migliori	canzoni	le	puoi	scrivere	la	notte	</S>
a31	0.196005997194	0.0302254058	0.2257832935	0.202327136	0.122604427	0.09362437189	0.02966924576	0.08197177132	0.01778840773
a8	0.01410452648	0.01059243148	0.0600353642	0.1486194624	0.4479903442	0.172041518511	0.090486755508	0.038494377	0.01763519314
a31	0.2286485682	0.060194932606	0.0374180450628	0.11888589414	0.0650184246	0.004294643696	0.019262725208	0.453000519	0.01327625744
a29	0.0345335312	0.016118649452	0.046269011909	0.19483480308	0.424342614	0.204086176458	0.030432599048	0.0397169964	0.00966559012
a11	0.197418384	0.0417943139016	0.05367783013	0.09765796	0.3116772908	0.01099696361	0.064454552972	0.19751014342	0.02481258056
a31	0.1141405172	0.0077603661086	0.012444516174	0.14943312888	0.3924804202	0.01055133204	0.07217207608	0.15646846828	0.084549157324
a17	0.176886851	0.124765271739	0.0620532489766	0.0600662612	0.3348733881	0.123141084266	0.06959569456	0.0378760972	0.010742110428
a21	0.05883314214	0.003122134508	0.005476751296	0.0288507372	0.4244351132	0.1365934226	0.1296063092	0.160880808	0.0522015919
a24	0.132597985	0.018744606416	0.018201126486	0.0193520645	0.3679136748	0.103215921	0.1163559876	0.1259333228	0.09768530044
a31	0.0659794086	0.0365634165	0.0290451392	0.04025905662	0.355463417	0.179644076	0.0987879122	0.159022364	0.03523522468
a18	0.1031356708	0.063533525014	0.0164651055	0.0536836398	0.3176743806	0.137190954	0.08758282296	0.1927410608	0.02799278916
a31	0.111119236	0.13495759324	0.019211113	0.02485332184	0.255834474	0.1503682742	0.0894511402	0.1757965696	0.0384082844
a8	0.1292492732	0.070718212916	0.01543549694	0.06732244688	0.2854314006	0.161431142	0.1030456314	0.1338897248	0.0334766214
a31	0.055788446	0.323872828	0.0162464914	0.0142525462	0.1392631268	0.0948153892	0.1364908164	0.1705756544	0.0486946892
a11	0.2223124	0.10804118786	0.01990061864	0.059166326	0.1793183714	0.1433698082	0.092769162	0.1122460266	0.0628761028
a31	0.1301229376	0.3197739686	0.0363540438	0.0346167524	0.09409042	0.0483155038	0.09259794	0.150234212	0.0938942464
a8	0.1443946586	0.0822801534	0.0456683354	0.09916054	0.20767943	0.127239721	0.0926456314	0.10798659	0.0929449216
a24	0.15251289	0.294258153	0.0405747906	0.043977512	0.0695281156	0.0685066466	0.094493128	0.1391232904	0.0970254732
a31	0.097602072	0.2154575608	0.0518945368	0.0497655516	0.109493734	0.0959213084	0.132062392	0.1240650152	0.123737851
a37	0.1679744987	0.1045181938	0.0493801632	0.0548089474	0.154569705	0.1180909148	0.0976211832	0.152719512	0.1003168928
a31	0.1295761736	0.18279849	0.061278197	0.0642096396	0.116547498	0.073239027	0.143207922	0.098756138	0.1303869062
a28	0.10058750008	0.111407742	0.0667129138	0.1120805104	0.129353614	0.1506772952	0.087496983	0.1054595948	0.136223858
a31	0.14620119	0.25145256	0.0982818844	0.087185441	0.094267684	0.0627772518	0.0816607696	0.083389166	0.0947840178
</S>	0.08698744906	0.159120868	0.0773363894	0.1195576192	0.1160531772	0.120483908	0.086994803	0.090768148	0.1426976604
