 	dovevo	comprare	il	pane	</S>
a31	0.673253846	0.013365957376	0.0975531396	0.148982463476	0.0668446666524
a46	0.4078631414	0.180228897319	0.36738041112	0.03491372032	0.0096138246916
a31	0.2406107564	0.0557547529488	0.1150210538	0.5217244322	0.066889053234
a18	0.6354271814	0.018655135186	0.12821258222	0.19127845932	0.026426644832
a13	0.6201347378	0.035570140606	0.20184278304	0.09263559116	0.04981679065
a0	0.7599393048	0.0304281195	0.132974982848	0.0264039768	0.050253569354
a20	0.75680935	0.0371629309	0.117483563	0.0280591713	0.060485014
a7	0.700510938	0.0628440902	0.09339411492	0.082190459	0.0610603774
a20	0.596422078	0.05378401	0.0719782356	0.18149336994	0.096322328
a31	0.549568204	0.0655737588	0.0711447434	0.2000606148	0.113652721
a11	0.312689872	0.08831037524	0.1536692468	0.289568732	0.1557617552
a39	0.623372832	0.1103483588	0.0597274879	0.0983855824	0.1081657522
a31	0.48145488	0.0925806388	0.068608232	0.219208552	0.138147746
a13	0.430715718	0.12008147	0.112928412	0.18699642	0.149277982
a17	0.564532628	0.1173854906	0.081617976	0.1292379804	0.107225959
a31	0.354836552	0.163743954	0.138748326	0.1951447772	0.147526404
a46	0.231147438	0.21649363	0.165248812	0.20351293	0.183597214
a20	0.281178642	0.191313062	0.165217368	0.207858636	0.154432282
a31	0.248544246	0.20673423	0.174223448	0.212760585	0.157737517
</S>	0.20145578	0.22938013	0.184016442	0.1919442828	0.193203382
