 	noo	abbiamo	deciso	che	oggi	avevamo	andare	alla	spiaggia	con	mio	fratello	però	lui	sapeva	che	faceva	freddo	e	non	è	venuto	ma	ma	lì	che	il	mare	non	mi	piace	quando	fa	freddo	</S>
a8	0.025683986464	0.0308381574554	0.055558201212	0.005623146234	0.0165422133	0.00524381176	0.00238430466	0.000956096954	0.0073691454	0.00310357177	0.00308478692	0.001352852298	0.002389105964	0.0031170001	0.00075184078	0.0033616488	0.106962783398	0.0185889384	0.01818879572	0.021462608492	0.00420778308	0.032771116	0.05853437102	0.0410922248	0.1610772832	0.02701242112	0.03656348256	0.01529958524	0.0088174743	0.00786834947	0.049203485526	0.051938719816	0.026209813626	0.14447940859	0.002361534662
a31	0.0015449968182	0.069298608924	0.0641256354	0.046331685084	0.02488859046	0.00550843649	0.00258558108612	0.00697083099138	0.00819210478	0.0109367098602	0.019076338384	0.0146137384502	0.00527636084972	0.003976925404	0.0010119390758	0.005666994368	0.063910389492	0.03821654754	0.0161544491	0.0054598545688	0.00406431156776	0.1747871344	0.03720073906	0.0565701092	0.0970208404	0.01747204716	0.02251513052	0.0130291422	0.0026130848	0.0201828286	0.034108681836	0.05578459064	0.02718334912	0.01994022066	0.00378107762
a24	0.0003991409764	0.0005935817592	0.000702457272	0.0010876294832	0.0068268548486	0.000429614196	0.0007508059145	0.00674828732632	0.056656285632	0.0009700212838	0.004742596354	0.0029890781172	0.0037974748478	0.0092978823652	0.00188799662712	0.006971197952	0.127055955654	0.017205694616	0.03790901446	0.008047704424	0.000388700514	0.0473352412	0.08851817208	0.1048528886	0.1726645902	0.01391781354	0.036951649332	0.03183470011	0.0010784115984	0.0144107299786	0.052272719832	0.047490461596	0.07638680522	0.0161585242916	0.0006693287208
a37	0.000697506211	0.003406037448	0.03644682694	0.031685192466	0.01666190686	0.000519513946	0.000699061431566	0.00208982110082	0.00802817805	0.00204184684074	0.002875089126	0.000485826822	0.00057106617236	0.00288542744	0.0004528500246	0.00141347222	0.1160426693	0.01917799756	0.033899113892	0.002462912426	0.000898616116	0.0860318008	0.129887851506	0.12656411708	0.150770356	0.0088514434	0.03373815266	0.02363033194	0.00349481776	0.01486922008	0.05121749524	0.025994535484	0.03463090484	0.025462275772	0.001415793192
a24	0.0002550243848	0.00820541248	0.02028032124	0.006579979	0.015223130828	0.000524730298	0.00039857848032	0.00146568693616	0.02209609572	0.0056215255006	0.004173627714	0.0007180373244	0.00108698574422	0.0072595491655	0.0004408346998	0.00349410522	0.127300487692	0.01016349888	0.025785846	0.00292621008	0.0014775882416	0.154741218	0.08812032738	0.1112181314	0.177440144	0.00721568742	0.02114537416	0.02058625514	0.00262826334	0.00794157804	0.056232166044	0.018963355036	0.0125277206	0.05338097892	0.002381516964
a37	0.0001786848654	0.014114179972	0.02682647014	0.0072625593536	0.040055513404	0.0006526012568	0.00105532488328	0.00216522820644	0.01730332116	0.0044207384934	0.00512390934	0.001442607298	0.001607007324	0.00429241152	0.00117108314	0.00498818774	0.09394125588	0.020474871	0.0397747823	0.002601571654	0.00449585166	0.107620568	0.07388974834	0.0905948418	0.1115043636	0.01797805798	0.02445752626	0.01991769572	0.00710181674	0.019453663	0.06866694294	0.047108263872	0.0450844542	0.0665133418	0.00616054104
a31	0.00013000174608	0.0408822098	0.034826268598	0.0189010148176	0.04387654918	0.0065395684664	0.00327099183964	0.00548997196588	0.0210871752	0.007674455593	0.01551461764	0.006567368984	0.003395832274	0.00908472432	0.002036221828	0.0146628006	0.0756203366	0.041178352	0.0289882261	0.005321253536	0.0121027203684	0.0645095768	0.04146822062	0.0641241062	0.072600701	0.0337662092	0.03668630468	0.0193096876	0.02167000164	0.0341597558	0.05424162628	0.033388038254	0.025965096	0.08968363466	0.011276398832
a28	7.074128696e-05	0.008312861684	0.007801903364	0.009386895662	0.0149294862912	0.0035370043364	0.00393416867144	0.00734039332824	0.00934586786	0.0112714967885	0.016447223544	0.012890535295	0.003016089659	0.005985585222	0.00415228593	0.0145356601	0.141151432568	0.02726894072	0.054722132406	0.011742709684	0.0180059741728	0.0637578142	0.048747329112	0.0846204844	0.1220588596	0.0329501779	0.03303653006	0.0174537994	0.00288304686	0.021781145012	0.042503397	0.02146049028	0.0309067013	0.090742895152	0.001247951857
a17	9.714415216e-05	0.006157372928	0.00793083648	0.0037093343844	0.008861062448	0.001166182022	0.0008456272486	0.00194296308506	0.0277077202	0.003174202473	0.01297366732	0.003596898982	0.0059965575374	0.0126002220054	0.001284540336	0.0069045331	0.17971728172	0.0335811166	0.0442291018	0.00918173382	0.0060511425444	0.0805873322	0.08386415912	0.0747292057	0.0876982988	0.0248037291	0.037457972	0.0293283299	0.012330625	0.0256545946	0.05568405894	0.051256809126	0.04246553086	0.01468467536	0.001745434406
a31	0.0001113998354	0.0219181812432	0.0214075263952	0.021686850588	0.029459811996	0.015693990838	0.00694741381628	0.00915084592714	0.02051095508	0.004352876186	0.02020091964	0.007239389968	0.006684922572	0.013664350512	0.004049238212	0.0229853993	0.10076529024	0.04304053846	0.0359790411	0.00780548256	0.00732571184	0.0496253558	0.0345907944	0.0560571115	0.0795748408	0.03503489654	0.0395466332	0.0372123908	0.02173650748	0.0454686544	0.0407291722	0.046986836766	0.04094169324	0.03703402014	0.014480939486
a20	0.000129245592	0.0061049376	0.03127345148	0.0279400448588	0.0242297124776	0.0075890418092	0.0057504495582	0.0081972577592	0.014139685656	0.011568294566	0.02348091352	0.013093359708	0.0055110803088	0.00673919848	0.006616096668	0.0097756392	0.0765184814	0.0300491464	0.0575448318	0.016990598	0.014914821888	0.055656619	0.0793164544	0.0984496496	0.0732595382	0.0330686018	0.0589230732	0.0584981246	0.02067822776	0.04427834066	0.0221615269	0.01370700396	0.0085451792	0.033258583586	0.002042791074
a28	8.071176656e-05	0.002155772688	0.003265663418	0.0023783244956	0.00372783996	0.0017485818482	0.00100442894088	0.00118818087552	0.05026432132	0.0028347797746	0.00576876304	0.00295746552	0.001908614386	0.0257577118684	0.001999441504	0.01013874032	0.152326107188	0.03868126626	0.05020015354	0.011672458754	0.0064806851016	0.0519957874	0.10824105972	0.09343771488	0.0916389568	0.02506297888	0.04100144168	0.0321871488	0.01533591874	0.0252358864	0.03152008027	0.047482510356	0.04368213612	0.0151774947	0.00146080169
a31	0.00013562503008	0.003616623386	0.004996606308	0.0139179868292	0.022485605084	0.0142446645624	0.011509566763	0.0104743844467	0.01829562992	0.004068155968	0.013883982976	0.003798559788	0.003167845988	0.022799950546	0.002176053256	0.01018083944	0.15459598226	0.0347266744	0.0350823226	0.00708543196	0.005101265902	0.02780884296	0.0430097012	0.0587110686	0.061128206	0.0291219828	0.0444227588	0.0800790242	0.03015728128	0.0786540474	0.04598220786	0.05211226072	0.03527580326	0.012851298732	0.004341782078
a21	0.0004628655634	0.056156887988	0.06006513446	0.008980815488	0.01284310644	0.010816060086	0.00438929512704	0.0072075243936	0.0144506676	0.0102580551268	0.032644103	0.016163290894	0.013335694083	0.015666424057	0.007360123972	0.01110523002	0.0641409562	0.0375669631	0.0407182222	0.02056404136	0.01547093408	0.03533481	0.0859399199	0.0563034482	0.0632932148	0.0291943766	0.0345254984	0.0521876116	0.05679751546	0.07317079	0.012175059848	0.0075396052	0.0046444005	0.0257181085	0.002809229074
