 	sul	muro	vuole	uno	specchio	</S>
a31	0.487257864	0.1654058804	0.074592860646	0.009438687722	0.221721117872	0.0415836197133
a39	0.38299845285	0.3669752384	0.07736332868	0.12738299051	0.0263493383816	0.0189306120159
a35	0.6234306256	0.025126148	0.1636451742	0.019393158958	0.156261224488	0.01214370681
a31	0.4913834508	0.100138169556	0.20338859612	0.03320582716	0.09457340023	0.07731051115
a2	0.7518362466	0.00904256356	0.06576780794	0.0922699057344	0.079241790338	0.001841679448
a0	0.4672039392	0.279708351904	0.07073413408	0.10886703494	0.048974313276	0.02451224158
a20	0.43126547064	0.263001767708	0.0972864462	0.03155805158	0.0164204944	0.16046776536
a18	0.5002807064	0.247683182289	0.13138440206	0.04363815258	0.0195999064	0.05741361848
a31	0.623011964	0.093735036322	0.06548558344	0.03515124728	0.0832097936	0.099406404
a0	0.706478038	0.05729255154	0.0500070964	0.0293164983	0.0596584934	0.09724727348
a31	0.592601942	0.0839375576	0.0538984736	0.0487498906	0.1041934604	0.1166186596
a46	0.3985796032	0.092690456	0.0885263432	0.0978730488	0.144100098	0.1782304078
a33	0.420400272	0.0952976612	0.0782745592	0.09223564	0.2099427	0.1038491508
a8	0.374006676	0.1194140036	0.1020306996	0.1205358576	0.176875039	0.1071376948
a31	0.4402648328	0.104079902	0.0834891562	0.1026424792	0.1721544728	0.0973691084
</S>	0.257129862	0.1174022634	0.0807724608	0.131440938	0.19116635	0.222088126
