 	stava	ancora	cucinando	</S>
a8	0.39427170754	0.0100934251	0.585255312224	0.0103795792401
a46	0.361218118962	0.05770270174	0.57857172348	0.002507458012
a24	0.238723125972	0.03892133406	0.58897946516	0.133376107688
a37	0.0032628770295	0.08787827256	0.8410376	0.0678212401
a20	0.035270482449	0.162505378	0.756965346	0.0452587989
a31	0.04001384824	0.248926108	0.633162924	0.0778971148
a37	0.09219704586	0.2396288188	0.6137102832	0.054463841634
a31	0.20115207676	0.222484902	0.414542228	0.161820821
a20	0.14530795712	0.223884934	0.50375996	0.12704713274
a31	0.34704190044	0.20488609	0.325366432	0.12270556626
a6	0.1149675842	0.383161792	0.359283896	0.14258678391
a31	0.2695709797	0.205307874	0.3121140972	0.21300702856
a20	0.1502718848	0.361582426	0.274468662	0.213677062
a46	0.2977127656	0.316692526	0.208584302	0.1770104332
a31	0.1925678924	0.318549132	0.280262816	0.208620162
</S>	0.167075279	0.374021962	0.258436126	0.200466622
