 	che	consuma	poco	benzina	</S>
a31	0.142469446911	0.065973400324	0.403674042199	0.211547139918	0.17633601619
a41	0.2142781736	0.129862253654	0.566631042109	0.0835165597865	0.00571202324
a31	0.383849268	0.065425336792	0.512993745572	0.0301474425868	0.007584240848
a28	0.2698043456	0.03899151301	0.48717667026	0.00276118756	0.20126628854
a24	0.250751597074	0.030598586922	0.515192698889	0.000599768748	0.202857386564
a31	0.29065007	0.1573490252	0.2672325486	0.088794705592	0.195973690786
a11	0.282821867	0.15407649	0.225044632	0.0785238986	0.2595331234
a31	0.095657694	0.260374606	0.2352629056	0.1394164548	0.2692883292
a46	0.152707868	0.16278244	0.152662315	0.23605996	0.2957874128
a31	0.1110672134	0.234454332	0.191200258	0.255763674	0.207514532
</S>	0.13310383464	0.165850024	0.164983194	0.219867186	0.316195732
