 	il	ladro	poteva	entrare	da	qui	</S>
a39	0.364748044	0.4017102128	0.0656714028	0.0963236575	0.02158344196	0.024391516088	0.02557169467
a46	0.2086616612	0.3382987506	0.23873456228	0.09154655358	0.057357622638	0.058586753902	0.00681408258
a31	0.1395673266	0.25357023288	0.357905570828	0.113511584012	0.0254882857615	0.047978808992	0.061978199172
a35	0.0154863429	0.441833598	0.166840912768	0.209685112372	0.035665547974	0.050434719966	0.0800537482
a31	0.102627671376	0.31799418386	0.316953649254	0.117880058	0.0212973616242	0.098719642812	0.02452741028
a20	0.1059386876	0.3280110588	0.193838172422	0.2918503356	0.025327910214	0.041579832634	0.01345404368
a31	0.02236628524	0.3275257072	0.173098983888	0.07386544108	0.107350663194	0.182616198059	0.1131766974
a39	0.310724734	0.3837189446	0.142438659321	0.0620272384	0.0441914485208	0.0340184389126	0.022880502446
a3	0.0502880156	0.4119627398	0.06985184612	0.0556645252	0.11978942771	0.0719351641	0.22050824676
a31	0.048266442	0.42507089766	0.0718917265374	0.05240460364	0.123083135538	0.135345737606	0.14393744806
a7	0.1467981214	0.381718458	0.090452714388	0.20842240392	0.081708702752	0.0721381089	0.01876148248
a10	0.2415440972	0.313206022	0.06084482154	0.0648233836	0.10084676248	0.151718128	0.06701680938
a31	0.1190724098	0.262659596	0.07131670402	0.0634999852	0.22026529863	0.184619713016	0.078566282794
a11	0.1806415992	0.3600007216	0.08942509386	0.2008558706	0.05363763848	0.08960510358	0.02583393668
a18	0.212249932	0.470646498	0.073327377	0.0546671466	0.0479345994	0.0823538882	0.05882054274
a28	0.3449290948	0.30708394	0.0717690016	0.0786073292	0.0484341598	0.0821485994	0.0670278852
a31	0.183144171	0.34680487	0.1241858512	0.073945498	0.0881373648	0.1002292254	0.0835530384
a11	0.21702156078	0.405597842	0.098722913	0.065155037	0.06494839	0.08742838	0.061125898
a13	0.233208248	0.31457265	0.1184265912	0.0562558764	0.0769861232	0.115145487	0.08540503
a31	0.189601322	0.242094946	0.122812569	0.1763762634	0.0799354766	0.11302535	0.0761540938
a20	0.202960081	0.186697824	0.1314178772	0.1375318474	0.109724312	0.113326473	0.1183416412
a31	0.223245314	0.270605712	0.111837462	0.085345428	0.0983579028	0.1212123724	0.089395812
a8	0.09402371816	0.1220766276	0.157058756	0.1813074932	0.170681772	0.1536603616	0.121191316
</S>	0.219063054	0.241600072	0.127219248	0.1129902268	0.110842564	0.1065617696	0.0817229892
