 	oggi	io	non	ho	cosa	da	fare	</S>
a46	0.70705802	0.1932507486	0.03473284502	0.02752503508	0.008285126386	0.0051102073	0.01733648846	0.006701521588
a27	0.651623366	0.1824506688	0.01420394018	0.013901675738	0.067915052048	0.0168405898134	0.02097041158	0.032094315926
a8	0.26489682434	0.053824149194	0.0597127300386	0.085485228226	0.149330946584	0.0218323349634	0.1886277874	0.1762899846
a28	0.3587688234	0.237620064752	0.0275628266818	0.04303337776	0.0405315068	0.039275742754	0.215167593	0.0380400478
a31	0.1230346688	0.4311999602	0.07090506356	0.0238292372	0.03224520894	0.0909897694	0.1376738308	0.09012225134
a24	0.1899538383	0.332206727	0.04715474926	0.01829363232	0.05007137272	0.081675915166	0.0988126574	0.18183112754
a31	0.1798954998	0.256178277	0.0512159906	0.0404087032	0.0672346572	0.06407714918	0.1992085874	0.141781194
a10	0.1275517006	0.484408954	0.0576230918	0.03101469908	0.050958096	0.07161235577	0.0891550658	0.0876760318
a20	0.2212252272	0.1584336474	0.0631772794	0.0507707718	0.131093356	0.05483205028	0.162189919	0.15827776
a31	0.136954826	0.387606804	0.0887667106	0.0566060072	0.05525750014	0.047465151752	0.1179846544	0.1093583908
a39	0.2723591352	0.407424016	0.08567941	0.0782485938	0.047347733	0.03676260232	0.04893954268	0.02323900256
a31	0.2157272248	0.467639902	0.0774396216	0.0430215674	0.0303518284	0.03960342598	0.03707386792	0.089142570636
a18	0.280827062	0.394091478	0.090742714	0.0719258448	0.0516827976	0.03911018548	0.04114682674	0.03047311222
a31	0.2009534252	0.42852204	0.1017624232	0.056855461	0.0293064732	0.036571203	0.0502761406	0.0957528584
a17	0.234537014	0.281913162	0.0958902088	0.0752502972	0.075961086	0.0761948048	0.0648424336	0.095410986
a31	0.172568832	0.31454404	0.10776838	0.078415576	0.0719979088	0.0727224608	0.0794333516	0.102549465
a8	0.190861223	0.156380644	0.123677668	0.0810795962	0.0785254194	0.1358674526	0.101610238	0.1319977424
</S>	0.151183036	0.234464864	0.1096804072	0.106315772	0.1028728932	0.0934144462	0.0994523326	0.1026162768
