 	Marìa	però	sta	ora	sta	seduta	nel	giardino	e	non	può	rispondere	al	telefono	non	può	parlare	al	telefono	</S>
a46	0.20139182198	0.0020583873566	0.0025860727875	0.0264134365792	0.0045208792148	0.0228664055084	0.035122531536	0.0380393766828	0.00896764477	0.002290840894	0.008750193832	0.178384961238	0.0028769971068	0.016247195188	0.005721539457	0.08191080311	0.0088998526012	0.005082702494	0.34084462351	0.0070237445044
a31	0.0136458748782	0.0035801472394	0.0261117753104	0.0966787044	0.015763363248	0.00258345066064	0.005078615852	0.0175336976706	0.03737696276	0.0585854223732	0.012193517884	0.190436495982	0.009752325166	0.0611926654804	0.009795544684	0.0088811260976	0.01653036046	0.03375923081	0.313837938758	0.0666827373
a20	0.0866373365089	0.00187563071062	0.001148149147	0.023783409508	0.0058880394584	0.0138480601114	0.0225035051388	0.103398612204	0.04223952554	0.00885729036344	0.0029963276912	0.153282602241	0.006346008392	0.05920740592	0.0097196219384	0.0041875174116	0.03773455654	0.017170379964	0.38582235656	0.01335364688
a11	0.00388410860778	0.0105221930646	0.0161127002235	0.05023649894	0.01685689988	0.0067795666944	0.041779319492	0.0747464855818	0.0428533674	0.014673813528	0.00660573449	0.16094452738	0.01448985412	0.294588136012	0.00804060236	0.016003752861	0.0875057288	0.004643820376	0.12320196058	0.00553090372
a29	0.000539622266966	0.00271875172756	0.00506173969832	0.01814574928	0.00381902962	0.000264017462788	0.0092142533592	0.0197252334371	0.0358892448	0.033584711192	0.0011960649672	0.166597785504	0.042575214856	0.052040632186	0.02960721688	0.0129867748828	0.15508830172	0.01579464336	0.38733301896	0.00781796444
a31	0.000264417390592	0.0687903764496	0.0377856053073	0.031130312868	0.00460230707	0.000375513049416	0.00378721185504	0.0179656534828	0.01994587336	0.0170680325532	0.001365300535	0.06812218584	0.0427611377	0.064062023428	0.054924141776	0.023268181588	0.114241203748	0.0232199224	0.3996112573	0.006709318824
a0	0.0001335258769	0.00168886819224	0.00387563603692	0.117711684244	0.019117357868	0.000872851237828	0.0217993777462	0.0347759001646	0.09493651606	0.056595810882	0.0052745706893	0.191609504814	0.005145859264	0.0305380764548	0.009179158016	0.0035771817112	0.03096329548	0.00154068540792	0.370063917998	0.0006002213288
a39	0.00023504755288	0.00119582869478	0.00262412661668	0.038568082468	0.0090590298	0.00110335870522	0.0205416494077	0.018790916344	0.10552498172	0.052139454432	0.0035403737852	0.18349670252	0.02655075944	0.07766485088	0.035719967876	0.011303404064	0.03979758808	0.009365050486	0.36121461714	0.001564206626
a31	0.00056812810704	0.00803546523868	0.0126261719432	0.0399460352	0.008346362024	0.0314104925108	0.0293958459741	0.01497392948	0.06659927184	0.0430489874684	0.005424121432	0.10533622988	0.0408682236	0.09024731918	0.030885330488	0.009491869144	0.04681285684	0.01651801132	0.38687194054	0.012593431902
a37	0.0004944448064	0.0416044977739	0.009405827422	0.102822087136	0.032504923256	0.00286708146056	0.0249574107488	0.025853109244	0.124866485372	0.0662529222	0.008474359548	0.10742971871	0.00804421776	0.017050385788	0.00756271848	0.003297599844	0.02467760408	0.0059562052224	0.38413492578	0.001743476518
a31	0.0004600108516	0.0008556472676	0.0031362450236	0.030002696356	0.007377754292	0.00177406711484	0.0141108887736	0.016466299476	0.13101098626	0.05283370577	0.0075234664334	0.186050699784	0.03781225324	0.06362037504	0.02586779148	0.010474457456	0.036955552	0.02566634716	0.3431305601	0.004870213866
a20	0.000833780426	0.01260342355	0.01061817672	0.050820746468	0.0483465726	0.0061521991188	0.027574201244	0.03624143077	0.11560316612	0.08549053596	0.01051796932	0.12791984102	0.04538932972	0.0855956654	0.01265322412	0.003548387436	0.0415719856	0.0098281283752	0.265394580852	0.0032966522746
a17	0.000905172688	0.00146492822	0.005587578942	0.034064419612	0.0117654851	0.002002749244	0.014258663466	0.02471398506	0.09009514444	0.059166075356	0.01004078009	0.18061229156	0.053722636	0.1223471568	0.02101599484	0.01194326646	0.040074055	0.0299333706	0.2804465768	0.00583964826
a28	0.00080675635	0.002719093016	0.005884934432	0.019843976544	0.007358845652	0.007337677656	0.019884692508	0.01439648356	0.06098417426	0.03498080148	0.0129892576426	0.1558316727	0.0577898246	0.2398612679	0.0323193059	0.0124961447	0.0565974664	0.0468396896	0.191449221	0.01962869504
a31	0.001214107912	0.003030408922	0.011975558778	0.0190649162	0.011385772132	0.0112417578088	0.037163461656	0.01717915518	0.04728441582	0.039035568104	0.0234959058	0.1175304674	0.072223063	0.16477066866	0.033294561	0.02379666924	0.0836045774	0.0524367298	0.212316976	0.01795532434
a16	0.001263470096	0.0027132946548	0.007163334484	0.02039641924	0.01925507328	0.004919856548	0.021531379424	0.0452428527	0.12119536112	0.073756369096	0.012797655232	0.140370613356	0.0188930298	0.10832524098	0.02460728092	0.004559643656	0.027478834	0.013440346558	0.328636706847	0.003453263853
