 	i	bambini	non	si	vestono	da	soli	</S>
a31	0.50652241214	0.02026013998	0.00504772306	0.0647435579	0.253296964	0.0323704154	0.0945585406	0.0232002822
a0	0.47199803144	0.00771703042	0.04166946412	0.1654893968	0.06582872588	0.0590148380614	0.143917402	0.04436511864
a31	0.1769998282	0.00374011303688	0.00745864252	0.0809630452	0.157422378315	0.171442413969	0.3276303906	0.0743432105
a17	0.08030502	0.011577767634	0.012305556536	0.2458256636	0.1075142236	0.106652209247	0.3466531002	0.08916648215
a20	0.32578886184	0.0054896572914	0.02705766228	0.065056031	0.0620526953555	0.236161248603	0.177019313	0.10137452908
a31	0.1895724714	0.0136355738154	0.0436827878	0.0740296697	0.031039238216	0.089083322608	0.34112031	0.2178366155
a37	0.22074919608	0.0029115568698	0.04991695274	0.1782835188	0.049925895201	0.0535600050264	0.3975111372	0.047141741418
a15	0.35882234958	0.004651692456	0.02148535464	0.10971083288	0.016206173254	0.102946433188	0.2466115024	0.13956564428
a46	0.424371556	0.01668992973	0.04709882604	0.05806115784	0.030906945268	0.076297356976	0.2320074058	0.11456680794
a24	0.399341536	0.025363693	0.0540150342	0.0678538982	0.0299352658	0.08035134198	0.2358639676	0.107275254
a31	0.2628307572	0.0332436342	0.0970915071	0.0854912327	0.03153850668	0.05652463528	0.2215664208	0.2117133194
a18	0.2556395196	0.051519072	0.0449552586	0.0982214344	0.0534096551	0.11118505326	0.275694494	0.1093755304
a11	0.5301048114	0.02973241666	0.023513989	0.05468323386	0.02679023434	0.056335295104	0.17909995882	0.0997400482
a35	0.330118726	0.059133832	0.0837868064	0.123471014	0.06270802826	0.06472344444	0.1398952914	0.1361628592
a31	0.2954327948	0.056803334	0.046973262	0.1161925032	0.0540425888	0.0853415528	0.24701238006	0.0982016332
a13	0.3828873648	0.071492757	0.079935248	0.09944201	0.05450946	0.072801238	0.126518194	0.1124137312
a11	0.44750517	0.056232778	0.0438436234	0.122499335	0.0733021086	0.0732697654	0.0987633782	0.0845838294
a31	0.3008955068	0.0953921428	0.0793621812	0.1034722234	0.086785567	0.0830751528	0.1376460438	0.1133711468
a46	0.3731804088	0.099401491	0.0845941132	0.098896427	0.0549642926	0.071380577	0.0854257894	0.1321569212
a31	0.218440396	0.1163902454	0.089708354	0.1339856256	0.10857979	0.09901857	0.1158031474	0.118073872
a24	0.12236074	0.177582348	0.1237143828	0.089774654	0.0935300882	0.12023475	0.109625874	0.1631771564
a35	0.240019254	0.1439033028	0.104195578	0.11490628	0.1015320272	0.094718092	0.094862504	0.1058629796
a31	0.168337554	0.1343394224	0.1066158836	0.105955076	0.1104631256	0.1129107424	0.137793768	0.1235844554
a46	0.1296533372	0.1677539968	0.119371786	0.0861489832	0.0890011314	0.119880736	0.1163561822	0.171833838
a31	0.172512224	0.146064816	0.109837626	0.1064483452	0.1171489092	0.11158973	0.1137555828	0.122642737
</S>	0.115174586	0.141121012	0.1067167106	0.0869495356	0.098312332	0.14176994	0.114026528	0.19592937
