 	lo	sentii	che	arrivò	</S>
a11	0.5813121006	0.16848790922	0.04340859618	0.193787924505	0.01300338329
a31	0.26062951	0.326624994	0.07466858428	0.180271238434	0.15780568578
a28	0.10672913772	0.728508026	0.0331816036	0.128937628506	0.002643626298
a37	0.0808640078	0.57045670554	0.1058102311	0.239781268082	0.00308776454
a20	0.098372489	0.5332162946	0.17014177354	0.186421232556	0.01184825302
a31	0.292601238	0.440659894	0.1807454881	0.07407647504	0.01191695914
a1	0.1370931302	0.582264181	0.09340970946	0.18314610322	0.00408692816
a0	0.4112318176	0.2284064786	0.14443347186	0.18337135388	0.0325569257
a17	0.498827136	0.289149042	0.1263945506	0.0216232565	0.0640060268
a31	0.533527496	0.2437731396	0.1279810076	0.06247297076	0.0322453604
a0	0.4509184042	0.10484836244	0.1013458486	0.28370400996	0.05918339484
a46	0.512847934	0.1398074448	0.1018464076	0.1061440632	0.13935413
a31	0.343154646	0.1268453064	0.103416029	0.27536691	0.1512171352
a18	0.2249071776	0.1237098566	0.139209136	0.319497872	0.192675938
a31	0.2395413888	0.1515198368	0.109544404	0.275999594	0.2233948068
a39	0.180294708	0.18641348	0.16853383	0.259812994	0.204944992
a31	0.161484028	0.200425146	0.181016208	0.301920584	0.1551540112
a46	0.1874384268	0.198563664	0.201349192	0.233301122	0.17934763
</S>	0.1456407452	0.1924054088	0.25426342	0.257499434	0.150190998
