 	io	dopo	torno	vecchia	vendo	mia	casa	che	ho	Venezia	a	Venezia	e	vengo	da	vivere	qui	a	Kalimara	</S>
a8	0.167372427064	0.013467523262	0.01030955756	0.021922370156	0.0396070787114	0.04269888236	0.0257958968616	0.03941530326	0.025743324	0.1021097472	0.0253260376	0.0873060438	0.0638601104	0.0931797856	0.0824358532	0.11442582576	0.0230982042	0.014653269878	0.0040827965936	0.003189963292
a37	0.15111727402	0.0171542583735	0.126199625576	0.00723833427136	0.00791948730395	0.005358776216	0.00453602604638	0.0036256929086	0.007113991228	0.16389956874	0.02031050258	0.124804535	0.05306245936	0.05496166154	0.0691469483834	0.10158696238	0.0579886569924	0.014078829314	0.002448957698	0.007447470406
a31	0.035287188268	0.0021928916154	0.0028296644516	0.0468861616849	0.02686701641	0.061064365966	0.0220301686392	0.0220910326984	0.013273728194	0.240422106	0.0140009078	0.18254811	0.02015849468	0.04286282906	0.0107936327661	0.0604872166	0.0673398592508	0.0561216893	0.00118141753	0.07156149
a29	0.0031337555812	0.000840326006	0.0041916316228	0.0198051363362	0.0476049871974	0.01717290944	0.08285148844	0.02735254086	0.05468981034	0.234137216	0.03820393108	0.1415482874	0.0245885512	0.038200841948	0.031389476862	0.095530204	0.08476142001	0.042557983468	0.00399162822	0.00744788578
a1	0.017762994792	0.00254786133	0.008635138154	0.016463913232	0.0248649039346	0.0623049582	0.042317650504	0.04237070156	0.03556409448	0.216902528	0.01605291686	0.1432010072	0.0407701923	0.0536973545	0.0418570553591	0.1840648636	0.0351831498487	0.00627466024	0.0005036397964	0.00866043252
a39	0.05694363482	0.001517080126	0.0060239773256	0.00290410193232	0.0077938420384	0.0585429184	0.023478432456	0.0351339617592	0.03198651932	0.263928152	0.0283924733	0.166707956	0.0512367614	0.0449991702	0.0303319098432	0.117222137	0.057784552774	0.00412361154	0.0009831696482	0.009965682776
a3	0.09168099644	0.0023537151794	0.0066496567418	0.0038914466434	0.0042725831324	0.05303816658	0.01150910586	0.0520214502	0.044298822984	0.223831716	0.0406676854	0.1481305896	0.0451124212	0.0480709722	0.03936175255	0.0841814352	0.08469719326	0.0108160193	0.001129879234	0.0042843880136
a20	0.0568588895572	0.001077386886	0.004846465273	0.00344437272	0.005254293474	0.05044457046	0.01419156276	0.04254758318	0.0355650531	0.16766246	0.0483964918	0.1636425328	0.0554847852	0.07103872112	0.049423525572	0.1017027022	0.09299465248	0.02294773006	0.00354829344	0.008927921362
a8	0.030858264904	0.00267165316	0.0043209722806	0.003326190232	0.0141049090098	0.0824239788	0.01875615676	0.0601547406	0.03973298922	0.1227998756	0.0373977346	0.1036120088	0.069884425	0.0906526882	0.06639209796	0.1486163898	0.0791346159	0.01781337636	0.002390704134	0.0049562008028
a17	0.053935324838	0.0004295243076	0.0004536296124	0.0028751381582	0.00874728169486	0.07346487308	0.0118858273988	0.02051639102	0.015403465	0.1018449472	0.0437998964	0.206208554	0.059020206	0.1018098544	0.04883436102	0.13157620546	0.08516560846	0.015617715048	0.0062300875728	0.012181144233
