 	è	che	è	entrato	da	qui	</S>
a31	0.2138643512	0.181332283786	0.0111340671727	0.063579879954	0.0558420465	0.4182888488	0.05595855054
a7	0.17344363906	0.2120323188	0.00425123503	0.0095060173525	0.069037594966	0.496595022225	0.035134146
a18	0.1789575755	0.35553125546	0.008228225954	0.0987063685474	0.103223378895	0.237307553164	0.01804561608
a31	0.067000232136	0.27451416516	0.02226218832	0.17538730986	0.0890678864	0.255145877416	0.1166223095
a46	0.052960019758	0.52708969684	0.0264412488	0.128189266984	0.1507127428	0.07778094564	0.036826141056
a31	0.04426431194	0.1873279344	0.1101361192	0.1859811948	0.18336078494	0.1464589887	0.142470676574
a39	0.1315734592	0.284181026	0.10566123974	0.1200381936	0.1423312668	0.13031147	0.085903365
a28	0.0624099656	0.194851147	0.091720629	0.1175096476	0.156930288	0.1883035414	0.1882747966
a31	0.083412138	0.1494229456	0.113562398	0.10939035	0.1364213072	0.231656138	0.176134748
</S>	0.181778848	0.168971666	0.149160134	0.1032338476	0.11236545	0.135627182	0.148862886
