 	ora	io	sto	studiando	di	diventare	medico	</S>
a31	0.46244077308	0.07048931355	0.041056737994	0.16870273692	0.00440949292	0.0144625532552	0.183683438042	0.054754958848
a20	0.318526162	0.177840906	0.161161399708	0.104284115	0.0314461992	0.0191983371597	0.17437091712	0.013172011604
a31	0.1054695048	0.03075818334	0.05793733276	0.2244581028	0.267285719871	0.119875192607	0.182807441008	0.01140852184
a8	0.2033382632	0.08438960236	0.07915832928	0.41333819	0.04393042882	0.0840198275102	0.0649144072	0.02691099094
a31	0.216425742	0.0488454746	0.1062666648	0.2363851792	0.144049882592	0.089291127214	0.0418433764	0.11689255092
a37	0.2149441154	0.1001829634	0.1262442048	0.188958794	0.272127216144	0.0658301171597	0.02772638496	0.003986228798
a31	0.353883786	0.1030606486	0.1325825028	0.1967347136	0.05766204876	0.082412115646	0.04636329328	0.02730087202
a39	0.2007639952	0.073727955	0.2067907172	0.1314017516	0.142260300894	0.152538183883	0.08388487566	0.008632192608
a20	0.3413226888	0.125900948	0.2018822088	0.16776975	0.03305017276	0.035778522128	0.07689919548	0.01739648754
a31	0.3947728028	0.1231386792	0.112844419	0.16563552886	0.05556570836	0.039093119	0.06638884904	0.04256091592
a39	0.1611027646	0.1251282599	0.1879140008	0.1877910356	0.10857334008	0.151385722522	0.06544338	0.01266146384
a41	0.2842574692	0.1795856326	0.2209588896	0.2003348196	0.01597557502	0.032836652594	0.04731322626	0.0187377436
a31	0.2340125856	0.132853756	0.205190428	0.186826686	0.03836785106	0.083016326054	0.09105596494	0.028676401
a23	0.166484586	0.10238258602	0.1583479676	0.2067355828	0.0468247862	0.19853878924	0.09798771104	0.0226980236
a31	0.1775373154	0.1091729484	0.1555548232	0.2914609388	0.0315319604	0.0991411356	0.09197451548	0.0436263934
a20	0.156695388	0.0845932759	0.1197319936	0.299940474	0.04387725686	0.17216353272	0.0898675343	0.0331305731
a31	0.198863628	0.1437721934	0.1191315058	0.2985107064	0.0444761614	0.0821064484	0.07855433504	0.03458502244
a28	0.1088428122	0.0764562944	0.123413822	0.313152248	0.0549806764	0.169658548	0.10587640618	0.04761921852
a31	0.2195228993	0.12414540068	0.12997772	0.301844139	0.052238899	0.0707198052	0.06003340868	0.04151772466
a8	0.1119589766	0.07990576948	0.142404424	0.293619064	0.0691309224	0.1368504668	0.09769290542	0.06843744628
a24	0.1907140688	0.11237572	0.12900734	0.259911498	0.0899031228	0.0844902718	0.0735962084	0.06000178194
a31	0.0835051056	0.1129163656	0.104455134	0.223298298	0.1314395586	0.167185456	0.131619527	0.045580588
a3	0.14173664564	0.09594327994	0.1187627156	0.1936112114	0.0973422754	0.092321869	0.1302290104	0.1300530182
a13	0.170151907	0.153610954	0.17912471	0.190942252	0.0875644946	0.105843034	0.0617699238	0.0509927084
a35	0.145169828	0.145792645	0.147831969	0.15267045	0.095681714	0.150616146	0.115323782	0.0469134864
a31	0.155237712	0.12056313	0.1030827424	0.2929528472	0.1509184266	0.0830364046	0.0591278822	0.035080855
a11	0.2230851674	0.123032888	0.0938767404	0.1207133008	0.074098184	0.1082854256	0.1139290682	0.142979247
a31	0.167712896	0.13925698	0.154343078	0.163350502	0.0905969728	0.1179668332	0.0869573972	0.0798153156
a46	0.1309007824	0.1024467506	0.126122085	0.1229003398	0.0868194264	0.1273131046	0.1016597146	0.2018377994
a8	0.146463668	0.131950531	0.158217	0.1120795432	0.119625354	0.123563974	0.1259164668	0.082183461
a31	0.1261030452	0.127906256	0.115406784	0.099734012	0.119021422	0.165215808	0.1807244844	0.065888187
a39	0.1334645764	0.088655386	0.1031920028	0.0919017922	0.1371959668	0.131096962	0.0903900362	0.224103278
a31	0.174087849	0.187150265	0.163099021	0.101310977	0.101841382	0.0930405182	0.1124506806	0.0670192868
a29	0.12331447892	0.0996587228	0.1266304016	0.091605306	0.107560449	0.1395057064	0.1072091486	0.2045157512
a31	0.180417265	0.1662784032	0.134930654	0.099891498	0.109254373	0.113693236	0.124156952	0.0713776306
a20	0.10854344768	0.0998483698	0.13601386	0.1021287058	0.106748304	0.1444830992	0.1104811774	0.19175304
a13	0.18506418	0.142871404	0.1451902856	0.114557968	0.119212926	0.109506836	0.1083630052	0.0752334016
a31	0.185029855	0.162568406	0.1205242328	0.145602226	0.101899557	0.1101363376	0.1114143986	0.0628249794
a23	0.10315990536	0.0942161504	0.125146704	0.0964202084	0.119929704	0.148372082	0.111459565	0.2012956884
</S>	0.19956024	0.170770196	0.1360302192	0.139202088	0.1109515908	0.0898254744	0.0874169538	0.0662432954
