 	vado	trovando	un	forno	che	fa	pane	buon	e	non	so	dove	è	</S>
a31	0.204321542696	0.3004676972	0.011062779254	0.135555907192	0.004136445242	0.01676667846	0.032700352	0.107285880766	0.126532614542	0.01567833853	0.002641235774	0.018697606342	0.00536454576892	0.0187884202468
a15	0.055818465028	0.199211695	0.0695566268	0.0444917352	0.0527060197	0.0644611388	0.017177447328	0.00525866202	0.0625097974	0.03012057682	0.07325872408	0.3142959592	0.0013994019108	0.009733713704
a20	0.011082630756	0.07365384006	0.11596036964	0.235928252	0.0375548762	0.060444243	0.04237669792	0.0463266559	0.0936165672	0.02953175196	0.0385656442	0.196642331	0.01043990292	0.00787625916
a31	0.002472143666	0.0575388114	0.10761707238	0.0890337088	0.072235612	0.1098691444	0.0468031934	0.1154324732	0.0832373942	0.05230071974	0.03369665486	0.1641586992	0.014268391044	0.051335985388
a39	0.026321298556	0.1356920728	0.0961116442	0.0891627088	0.0566864924	0.0782604284	0.02649259632	0.098561467	0.0241768044	0.00676762094	0.01819466514	0.0921272554	0.227937965228	0.023506988766
a31	0.016518068648	0.074536089	0.0849607332	0.0844445444	0.05592125912	0.0472365092	0.0210590126	0.0436454146	0.0748308318	0.0330182334	0.0522886006	0.3012103688	0.0216390457	0.08869129646
a15	0.0555153894588	0.221353598	0.1155322846	0.10281972446	0.0507425096	0.0284836034	0.01643297074	0.02364859764	0.01332775564	0.00654264332	0.01367447828	0.2039926864	0.142736414728	0.005197347706
a31	0.010395548236	0.04962811	0.07411010728	0.08185485208	0.0483808518	0.076340172	0.0402699398	0.0409040046	0.0432366048	0.0384942114	0.0709930354	0.3344847846	0.01190900757	0.07899874226
a18	0.100668812904	0.2226876352	0.10874438432	0.09069806272	0.04930595884	0.0438431887	0.02631740058	0.02007113946	0.02102521844	0.029154162	0.0199984172	0.21347462466	0.04826765956	0.00574331136
a8	0.00995435042	0.0432222768	0.0674124412	0.06951129816	0.0581224142	0.072943152	0.0491676468	0.0355131274	0.0630343494	0.0528372591	0.0919102244	0.3092789052	0.01101297655	0.06607961168
a31	0.029013724084	0.0434848748	0.10233824826	0.06312685712	0.0523199998	0.0842495872	0.0229142516	0.0393633584	0.2298931402	0.0359463942	0.110429804	0.073846995	0.034238452146	0.07883430734
a3	0.0105717803	0.02455823122	0.12299389028	0.128538358	0.0514199932	0.057145198	0.0364849388	0.0628488306	0.093912751	0.1166452734	0.09418165524	0.1525339298	0.01335071152	0.03481447714
a31	0.02027546518	0.0213070804	0.0732972308	0.0776690486	0.05981073734	0.0848427326	0.042697302	0.05701647392	0.1135329428	0.0545349396	0.1658818556	0.1922527137	0.0091600920636	0.02772139245
a39	0.01242609728	0.042503454	0.1781772092	0.14481907584	0.0377986718	0.0503666244	0.03491628856	0.0264984643	0.0452587716	0.0805402645	0.06929707613	0.2212393048	0.020865897932	0.035292760768
a31	0.0374979604	0.0499044908	0.08866184972	0.0838079586	0.0495778227	0.0889678572	0.0659976528	0.08251654814	0.1784592134	0.0394049534	0.0928126675	0.1120509508	0.009878309514	0.020461738068
a17	0.01517062628	0.0488545253	0.156249509372	0.14732045948	0.03850502304	0.0471718754	0.0372205805	0.03795332	0.0580915764	0.05291797364	0.075283322634	0.2330481694	0.024650466255	0.027562609432
a13	0.0485827578	0.11076565	0.10585920732	0.0798455758	0.0435771516	0.0718374092	0.0585792712	0.08939359648	0.2121225706	0.0292263168	0.0633393852	0.0587573329	0.014116622434	0.013997113572
a20	0.0309470278	0.066886923	0.081950912	0.0902269156	0.0731799272	0.110551176	0.094125086	0.1093017302	0.132187526	0.034607138	0.1020433228	0.0510266518	0.012707293932	0.01025837514
a31	0.02979726088	0.0427501768	0.06141584338	0.0757784292	0.0699625434	0.1610542868	0.075153438	0.094708133	0.0907723014	0.0502665414	0.1025262412	0.1018337338	0.0290214692	0.01495959836
a13	0.031664056	0.065062279	0.0826650698	0.0988634516	0.0663497446	0.126181998	0.0722899528	0.0845803596	0.0867395568	0.0662166991	0.0835807662	0.1110534806	0.01625150528	0.00850107562
a18	0.0509651624	0.2017741284	0.1056902962	0.0860610116	0.0584045758	0.0690589946	0.0525842564	0.08810864546	0.1490254594	0.0332054386	0.0486484548	0.0288090064	0.0163095214	0.011355051548
a31	0.0332880252	0.0315541386	0.0688574328	0.115935209	0.0963163454	0.184042372	0.0969570924	0.1057809092	0.0700826222	0.0423786116	0.073401034	0.0608167728	0.0129465767	0.00764286052
