 	dove	aveva	per	stare	non	aveva	</S>
a24	0.7245376368	0.001659241758	0.08343187113	0.16722153238	0.0038013972688	0.0031995748804	0.0161486885776
a20	0.7463192732	0.014666657638	0.02575049988	0.052318685194	0.051885268584	0.0165614950585	0.092498075578
a13	0.403210181	0.048625820364	0.043118370732	0.4570034626	0.0277239765816	0.0040453165066	0.01627288936
a37	0.413531488	0.026503091356	0.08051445344	0.3950762552	0.038782381228	0.007564884668	0.0380274058
a24	0.339978954	0.02879184298	0.0868234182	0.3384902134	0.08127597552	0.0207954822	0.1038441392
a31	0.2132948486	0.01659639456	0.03358425224	0.0778421374	0.241798764	0.13200383	0.284879792
a20	0.2430749914	0.008424177268	0.01700221936	0.19202788366	0.28565306816	0.119420486	0.1343971736
a0	0.388013692	0.01698736866	0.02584694	0.1710416806	0.1074752594	0.1014606662	0.1891744394
a20	0.408834322	0.0334089382	0.0361632696	0.1952455688	0.1101897176	0.10157833	0.1145798448
a31	0.321048056	0.0219985098	0.05730439	0.13888636614	0.0958424326	0.1008515426	0.264068712
a8	0.0750136884	0.01577662094	0.02760685784	0.4680884852	0.18973679824	0.13104469356	0.09273286104
a23	0.434786326	0.0459298492	0.080345872	0.118542734	0.1015616784	0.0833661384	0.135467369
a38	0.301246912	0.0419189524	0.0636946012	0.2988789494	0.0898544076	0.0936775134	0.1107287136
a33	0.315208912	0.0561114224	0.0562492374	0.2410451496	0.1013616258	0.107436146	0.1225875348
a31	0.241086122	0.06476081664	0.0704720912	0.299036508	0.0911379864	0.10304544896	0.1304609892
a24	0.299343564	0.0347380692	0.0597434972	0.2697250878	0.189132348	0.0771767004	0.0701407276
a18	0.324535712	0.0542641452	0.0708584316	0.1640574588	0.1013239284	0.115728454	0.1692319212
a31	0.122096626	0.060284843	0.075696152	0.373339611	0.103346926	0.1457265528	0.1195092968
a33	0.1466271004	0.0684470436	0.1043642124	0.328211072	0.1216865562	0.1008969872	0.1297670448
</S>	0.245509492	0.09016347	0.0928994202	0.1305177184	0.1271397134	0.1396445616	0.17412564
