 	un	forno	che	fa	buon	pane	</S>
a31	0.2487165378	0.3360404588	0.05144582508	0.03503927952	0.04032880728	0.0738927516	0.214536306384
a20	0.08980177886	0.3980865928	0.078803533	0.2227964672	0.0266242048	0.17716522174	0.00672219954
a28	0.1358874492	0.42271195	0.03839978368	0.0726086016	0.05167823776	0.253737509	0.02497648858
a31	0.08670073536	0.369979792	0.0271979438	0.0779408608	0.060670702336	0.3374369714	0.040072997724
a18	0.1546490718	0.3540802152	0.0553584258	0.1293069804	0.127516785368	0.161105519	0.0179830027528
a13	0.18694117	0.394202868	0.1300169434	0.076939587	0.0132666596	0.0975759688	0.101056750492
a39	0.2143783208	0.295414958	0.11838493786	0.14048880326	0.01095149076	0.0627788636	0.157602578522
a20	0.18691010016	0.601278486	0.08024884504	0.06351724856	0.00947385482	0.0271282624	0.03144326032
a31	0.10824570452	0.528905004	0.0595701948	0.0621134998	0.01760187016	0.144357965	0.07920579068
a20	0.0891874892	0.248292626	0.3273950823	0.1487556	0.025328873674	0.1138461924	0.04719412286
a39	0.1572754248	0.52882556	0.05900556942	0.0721070996	0.06365498104	0.05551437104	0.063617045008
a18	0.111454176	0.60266912	0.0758375178	0.1025881298	0.041167278	0.0435209824	0.02276285748
a39	0.1168048838	0.586447082	0.0794903638	0.0746324698	0.04563919148	0.0577145726	0.0392714751
a46	0.11565017632	0.595601688	0.07497596464	0.07053227256	0.0545404324	0.0537207968	0.034978641052
a38	0.08290394812	0.5399119992	0.06342404728	0.07818994304	0.101657647188	0.102506236744	0.031406184956
a39	0.10419333492	0.544211499	0.07843257096	0.08370417628	0.0531133394	0.1014181674	0.0349268891
a31	0.1028390418	0.500019264	0.06355222724	0.09075563644	0.0924757428	0.0949630444	0.05539496126
a18	0.0825494634	0.4106928308	0.0849666012	0.1537658236	0.08850923244	0.11926554528	0.06025044499
a31	0.214059306	0.285295486	0.0618622674	0.104652022	0.1165342324	0.1468456556	0.0707509832
a41	0.1028117232	0.36364992	0.0573794792	0.11694215	0.117673591	0.181810388	0.0597327632
a35	0.261596508	0.166311804	0.0773207032	0.10535206	0.1626866096	0.131142222	0.095590096
a31	0.240384882	0.199378648	0.132521602	0.1275544224	0.1193545556	0.106467384	0.0743385506
a28	0.170349588	0.1538113432	0.070578091	0.157455708	0.168263248	0.17970566	0.099836326
a27	0.229788582	0.17792466	0.093483736	0.109169614	0.158211212	0.1316608144	0.099761435
a13	0.232981346	0.239487188	0.13275004	0.11685149	0.1150555812	0.0938623508	0.0690120032
a46	0.152527266	0.372090276	0.0955357148	0.1070540712	0.1104767632	0.100791828	0.06152406816
a24	0.156378114	0.391093942	0.098015956	0.097707559	0.112180918	0.0822829512	0.06234054172
a39	0.19402364	0.360036484	0.098367618	0.100098738	0.1060025428	0.0882947244	0.0531762258
a31	0.163632732	0.321863124	0.096095068	0.1161751636	0.1283832684	0.1075669334	0.06628364584
a11	0.135374476	0.370338872	0.107373829	0.0893272496	0.112237335	0.1170790956	0.0682691964
a31	0.173905918	0.253205922	0.147972002	0.108868298	0.1288063312	0.1005187312	0.086722824
a21	0.146572108	0.150666702	0.0922556718	0.1551353868	0.204241188	0.156796424	0.0943325448
</S>	0.215430278	0.198867672	0.1046776544	0.103978705	0.15880755	0.114471362	0.1037667824
