 	hai	già	mangiato	</S>
a31	0.3628861854	0.388870774	0.0369555338	0.21128752558
a37	0.09057657918	0.575961938	0.073086096554	0.260375412035
a31	0.13153394646	0.4432667908	0.192712558752	0.23248670535
a46	0.0593336088	0.671983152	0.24467418387	0.024009096496
a31	0.0777701996	0.62619445	0.2570978216	0.03893752956
a39	0.0731341842	0.464368854	0.244399368	0.21809755514
a20	0.326849976	0.2610070744	0.1771466552	0.234996346392
a31	0.303015679	0.2117979742	0.219082131	0.2661042256
a46	0.2004494008	0.296347172	0.299667854	0.203535592
a31	0.34970502	0.261382664	0.222240272	0.1666720608
a18	0.266943484	0.28838022	0.230309608	0.214366694
a24	0.286093536	0.279420628	0.228623156	0.205862708
a46	0.375176032	0.245424072	0.198299169	0.181100722
</S>	0.301108248	0.262824124	0.231637358	0.204430273
