 	Marika	tu	hai	mangiato	</S>
a8	0.66166048	0.30227941316	0.009624187784	0.011009307832	0.0154266443
a31	0.55299122	0.263319381836	0.0358770704566	0.0644638751405	0.083348461042
a24	0.513031163826	0.147218607272	0.016161397204	0.219060607967	0.104528205399
a31	0.513488058041	0.14183563512	0.08479657794	0.240823488	0.01905622868
a28	0.316078640577	0.3121759496	0.105979659492	0.185367920557	0.080397828636
a31	0.265126876098	0.1825455958	0.1289854014	0.272011026	0.15133112386
a3	0.51489530504	0.0743265038	0.10953452122	0.17494498014	0.1262986502
a18	0.4245873684	0.0916937538	0.138181812	0.268257124	0.07727990572
a31	0.47061174376	0.0604686009	0.0735381184	0.206416362	0.188965156024
a23	0.307246857	0.0933302158	0.1727160414	0.201185712	0.22552114316
a31	0.339702254	0.1319959024	0.1134672336	0.1760915038	0.23874307616
a20	0.2616032834	0.1723692874	0.169573858	0.1918600796	0.2045935048
</S>	0.214529228	0.235220912	0.191388306	0.161706768	0.197154774
