 	dovevo	comprare	il	pane	ogni	giorno	</S>
a30	0.684221374	0.01197012782	0.03122336338	0.196452587646	0.028264178426	0.034680057496	0.01318835111
a41	0.57372333294	0.027301068201	0.0646244487	0.12974351746	0.027334616645	0.0121754204081	0.16509762172
a31	0.54863525	0.02250829836	0.141997302	0.15483316166	0.018155576796	0.01016346318	0.10370695782
a24	0.675764420114	0.01195367718	0.0537470156	0.0441118145	0.151802830026	0.0498946304348	0.01272564846
a37	0.42360845076	0.0116598094236	0.08918544804	0.084509865	0.23714562558	0.0159245182	0.1379662572
a31	0.27865072784	0.0341009711228	0.1060389038	0.02916314256	0.0931384416	0.0530248048	0.40588301
a17	0.4794551106	0.0232680602336	0.07737017628	0.108213255756	0.090848612874	0.0625047904	0.158340010172
a5	0.5144655449	0.016940503932	0.0664687034	0.0360475182	0.11406297566	0.0470638812	0.20495083218
a17	0.5220010692	0.03560031904	0.0784123562	0.05152771922	0.0844740664	0.0687789512	0.15920548652
a20	0.561958997	0.03338744172	0.078332695	0.04041281754	0.09561893486	0.1025806984	0.0877083998
a5	0.6664881888	0.0194714276	0.0409745678	0.04574289632	0.08820518874	0.07201792732	0.06709977554
a20	0.621923419	0.0241026934	0.068187547	0.080387215	0.0801787519	0.05687975964	0.0683406572
a37	0.5917080294	0.03651120494	0.062643965	0.0833364526	0.0849741742	0.07019132432	0.070634868
a39	0.6600945092	0.0379807844	0.0478493342	0.0527318692	0.0700161226	0.06540340788	0.06592392492
a35	0.649243262	0.040847637	0.0471169972	0.067433685	0.0639602628	0.0615652316	0.0698329408
a7	0.605159303	0.0579840578	0.0540642332	0.0647603252	0.07026374344	0.07437324236	0.07339507168
a24	0.554900502	0.0405087568	0.0439681984	0.0826114194	0.0743686008	0.0911690872	0.1124733952
a37	0.62216387	0.0402582812	0.0503646252	0.0816350384	0.0558742718	0.05072751472	0.098976362
a17	0.527460188	0.0438952404	0.0546468214	0.1009764204	0.0813169804	0.08163175924	0.1100725736
a31	0.451945726	0.0800061414	0.0796214332	0.1006751176	0.0817136016	0.09149440632	0.1145435696
a20	0.3791635	0.0763006832	0.081992804	0.168325944	0.0866946652	0.10722181828	0.10030056976
</S>	0.44789689	0.0831973948	0.0807820362	0.0623928748	0.077155208	0.1228936	0.1256820184
