 	avete	cucinato	le	verdure	</S>
a39	0.5411857984	0.087544287672	0.133634732	0.0248715671	0.212763672764
a31	0.936276056	0.00840606188912	0.02081028494	0.01345669962	0.021050881332
a35	0.470002002	0.217289103019	0.29372583906	0.00793413428	0.011048864696
a31	0.411669652	0.0905269613424	0.2579508822	0.1026722396	0.13718020688
a20	0.4146981692	0.037311590214	0.07153898678	0.356446138672	0.120005156199
a31	0.6463872992	0.094581097092	0.0732686134	0.116240375	0.06952262006
a20	0.542978911	0.018073660956	0.0619292832	0.1756610246	0.201357115602
a39	0.486897384	0.10524379838	0.1941534461	0.0696372526	0.14406812416
a28	0.418698992	0.06298755116	0.1137453054	0.17996387	0.22460423
a31	0.245717864	0.1672093002	0.1570677732	0.1297385	0.300266576
</S>	0.398859484	0.0653841988	0.17007168	0.21341414	0.152270456
