 	il	muro	vuole	uno	specchio	</S>
a23	0.5098965426	0.0760392086	0.116479040874	0.00711301644	0.25294670876	0.037525455616
a20	0.682363852	0.04679841632	0.0895779156	0.075908355452	0.0751601976966	0.03019128666
a31	0.443809522	0.09163991204	0.2320499365	0.027208620795	0.09524999848	0.11004198058
a24	0.323977041232	0.3649929064	0.1048553228	0.0315069408288	0.0315134861068	0.143154300651
a31	0.2563148903	0.1515017066	0.295258242	0.05131841714	0.0335758850346	0.21203081908
a13	0.38644424852	0.3134995011	0.1279247516	0.15138805565	0.012249628772	0.008493788652
a39	0.45448644854	0.1242631967	0.2387895276	0.0607495554	0.0173482321488	0.10436302672
a20	0.4868130682	0.14451587394	0.138900576	0.0618157516	0.04905873646	0.1188959918
a31	0.3165468804	0.0941751369	0.1597783372	0.1322425552	0.1497658056	0.147491296
a24	0.55468746	0.0334225728	0.1195666396	0.0461876304	0.12134442652	0.1247912672
a8	0.4411986886	0.0806669	0.0671382656	0.073012825	0.104522856	0.2334604984
a31	0.3521914796	0.0681563425	0.127405961	0.100655881	0.12106603	0.23052429
a20	0.216956978	0.1135351744	0.098289006	0.172231422	0.1942238194	0.2047636096
a31	0.288772142	0.115040672	0.0854298272	0.0928352616	0.197023764	0.220898312
a29	0.14420132	0.148070862	0.100179408	0.1959423892	0.25113307	0.160472982
a31	0.240748536	0.153292174	0.09139559	0.1008962988	0.191952274	0.22171517
a8	0.1096666166	0.1558088244	0.1019169332	0.163279368	0.285048536	0.184279718
a20	0.215687998	0.150146258	0.1220266364	0.1270871736	0.230040004	0.155011932
</S>	0.1966379132	0.1695194588	0.127287422	0.12791677	0.244864646	0.133773763
