 	che	vende	buon	pane	</S>
a17	0.366417402	0.3657719052	0.0641477374	0.07723025368	0.126432651758
a31	0.260367156	0.486226791072	0.0882656834	0.08690301906	0.078237296782
a11	0.2233613944	0.3409387414	0.23675842536	0.1961549007	0.002786520168
a39	0.08764581368	0.5833976214	0.16783930638	0.0738149012	0.08730239238
a35	0.06162909152	0.60549741959	0.083133315572	0.0791393556	0.1706007909
a39	0.0541615004	0.63763721664	0.07397589708	0.145479392	0.088745937452
a31	0.0309515758	0.538540449	0.1144689838	0.249920456	0.0661185356
a24	0.06658799068	0.5502872286	0.1331136638	0.1516314524	0.09837965804
a18	0.0727669684	0.4365345092	0.2104750874	0.2076791336	0.07254431748
a31	0.1615716812	0.171148229	0.1823840196	0.2666846956	0.2182113844
a13	0.121823571702	0.41176581	0.1462713412	0.2103331844	0.1098061188
a31	0.1596679882	0.0922353926	0.2160125296	0.2328960992	0.2991879794
a46	0.14818779964	0.19563674	0.181902906	0.209716356	0.264556212
a8	0.1447475544	0.164814511	0.281784898	0.244316314	0.1643367308
</S>	0.243230762	0.189470888	0.21204912	0.202194822	0.153054416
