 	ho	rotto	una	bottiglia	</S>
a31	0.310151854527	0.094640443084	0.021669817466	0.5505227394	0.02301512566
a21	0.21177086586	0.0142921683916	0.0437152187842	0.717242378887	0.012979405756
a31	0.3019990528	0.043970875668	0.089825157276	0.552038088411	0.012166811186
a35	0.3864465524	0.0411348437	0.203010445346	0.3156342098	0.05377392788
a31	0.4262819162	0.104175910492	0.199909465758	0.2549935816	0.01463913614
a24	0.63047454	0.0484093686	0.183286041586	0.1087811548	0.02904893072
a37	0.716934804	0.1384672088	0.088744464596	0.04892697932	0.00692654124
a31	0.3119303946	0.1112316282	0.1555992037	0.348280262	0.0729585323
a33	0.3022357728	0.08676845	0.224895102	0.3282480408	0.057852624
a31	0.164766024	0.169496398	0.1105101986	0.432278688	0.1229486562
</S>	0.1352611662	0.1250164466	0.183890786	0.356797606	0.199034
