 	il	lenzuolo	vuole	lavato	</S>
a31	0.2891524092	0.1682002499	0.036059365576	0.499335013814	0.007252921037
a7	0.38850598274	0.12311355514	0.09039014274	0.34235142844	0.05563886894
a31	0.118283886434	0.2091011864	0.27457516088	0.395437702608	0.002602089756
a0	0.20404314832	0.4514248956	0.1078257834	0.228038850392	0.00866732705
a17	0.0801410286	0.5151298598	0.17177146448	0.110527893054	0.12242971221
a13	0.2197926924	0.2786832912	0.144596945	0.2546254622	0.10230161862
a31	0.0593363788	0.1347646152	0.1430939296	0.448609308	0.2141957872
a17	0.1553452056	0.3167857	0.1486853164	0.268525302	0.1106584688
a8	0.0690253868	0.1625836844	0.1411742888	0.47284027	0.1543763892
a31	0.1002103454	0.2016637312	0.1897772292	0.387929468	0.1204192252
a24	0.133178574	0.2661647612	0.1545769772	0.2246661752	0.2214135092
a46	0.146830614	0.269522646	0.12747769	0.34557964	0.110589426
a24	0.1176948088	0.230936756	0.1408758128	0.36707338	0.143419258
a37	0.1631304428	0.2136236	0.124898056	0.335296674	0.163051216
a31	0.1107508488	0.144532205	0.1100533362	0.47868003	0.155983666
</S>	0.1664013338	0.174897442	0.176025506	0.284465414	0.198210332
