 	forse	non	li	ha	a	casa	</S>
a28	0.3014709474	0.1867985112	0.110136133	0.2154213118	0.0475725614	0.075843979544	0.06275656352
a10	0.4844005994	0.20960317441	0.013650435712	0.115437629847	0.113605908456	0.055914196648	0.0073879839
a31	0.22652514056	0.0665969674	0.0498554218	0.249145679163	0.0840617641488	0.23302570658	0.09078936208
a21	0.092219683	0.06947523244	0.06448786868	0.1795930154	0.38758969198	0.18700340692	0.0196311364
a37	0.1420165696	0.04199303644	0.044246755	0.159962971542	0.32087706586	0.2232312192	0.0676723682
a31	0.0351447458	0.0992223176	0.085283757	0.136716273566	0.18017916853	0.2514558392	0.21199792014
a37	0.01285717202	0.21059268716	0.05767251554	0.092830849634	0.0757290003214	0.3344032778	0.21591451934
a31	0.036200836	0.0461540818	0.095849727	0.089925048292	0.028561295986	0.373790254	0.32951876544
a37	0.1191766607	0.11312004572	0.13880142388	0.09325621124	0.077169895085	0.362342127	0.0961336176
a31	0.0488232548	0.1479131212	0.1543980604	0.10219676328	0.05849020266	0.379061236	0.10911733094
a21	0.31134980334	0.0738497974	0.1297844715	0.09448018274	0.0975812148	0.2173491148	0.075605472828
a31	0.0715023056	0.1493480492	0.1879173786	0.10963979788	0.091771757558	0.315596176	0.07422452298
a20	0.37792191	0.0867045306	0.0929702238	0.0865385234	0.09334315854	0.1571020452	0.10541960735
a31	0.092727598	0.166029808	0.198254172	0.0952363648	0.10153471294	0.225507598	0.1207096936
a37	0.2451457246	0.1014450274	0.1000532252	0.0913298878	0.112415346128	0.207705364	0.141905411
a33	0.144697173	0.155131058	0.193447402	0.1053154852	0.1085151138	0.1518598432	0.14103392368
</S>	0.1364067866	0.172163266	0.173176482	0.1123496914	0.159649138	0.136908201	0.1093464196
