 	non	ti	dimentichiamo	mai	</S>
a8	0.288141683	0.44326238468	0.031122234	0.012220403448	0.2252532984
a31	0.231586241288	0.488394044	0.09368138334	0.012837060035	0.173501331226
a20	0.279917144	0.1806408696	0.3056722779	0.0536917335838	0.180077964797
a31	0.212113402706	0.316500134	0.34100254	0.0340212405	0.09636269882
a13	0.172629228	0.603080636	0.116591026	0.073556891014	0.03414219824
a31	0.07658278408	0.28947092	0.33533777166	0.08603177164	0.212576755834
a13	0.1854011716	0.70481694	0.0325294366	0.061058585116	0.0161937945888
a1	0.0784205418	0.5301287812	0.1465898324	0.112617606812	0.13224318266
a31	0.0695778518	0.601356532	0.1112584486	0.101111704342	0.1166954457
a41	0.04112576922	0.468369964	0.286216706	0.07470824322	0.12957929322
a15	0.074691742	0.580650938	0.2607199296	0.04395944432	0.03997798796
a13	0.1287617626	0.581313168	0.2317396604	0.0302389782	0.02794649
a31	0.112762208	0.50047303	0.215712312	0.0895402412	0.0815122134
a11	0.1529003866	0.367095762	0.268295072	0.1064426244	0.1052661936
a31	0.173781582	0.44886977	0.2202732052	0.083837111	0.073238342
a46	0.090717456	0.281324098	0.349698879	0.154846336	0.1234132852
a31	0.169925732	0.2775569592	0.279354066	0.1342931352	0.1388700752
a46	0.1280786706	0.164167038	0.2852341292	0.246692754	0.175827408
a31	0.183597118	0.228879194	0.245012244	0.17535621	0.1671552274
</S>	0.1398234092	0.181691768	0.23304539	0.264400236	0.181039228
