 	ho	scritto	una	lettera	al	mio	fratello	</S>
a10	0.577688174	0.06918894716	0.0347950504	0.0150329776	0.11342563136	0.05251171408	0.08556961248	0.05178789189
a31	0.2350635258	0.048682010232	0.03129560799	0.102751514864	0.16158672224	0.17734383176	0.00562463326	0.237652142636
a37	0.281530862	0.010002291824	0.00724259793392	0.0992683301258	0.205177861778	0.18963519958	0.01601594504	0.191126890922
a31	0.185250959	0.08999174028	0.12999804612	0.04544323233	0.181619483651	0.13850971721	0.169800086	0.059386744012
a20	0.0402812124	0.16762762512	0.186117553219	0.0233796333388	0.118759453712	0.11996936	0.245974978054	0.097890188426
a31	0.17681674586	0.0993702568	0.16560029552	0.052882363296	0.15252728768	0.1206514029	0.2112760472	0.02087561262
a20	0.099197879	0.2290722726	0.118219873576	0.0520825705028	0.1513237046	0.1660237556	0.172268945992	0.0118110311
a13	0.22126833532	0.1103943128	0.10565569366	0.0872783812	0.1228077098	0.136384592	0.1867184262	0.0294925192
a20	0.2757536656	0.0928184572	0.075596899886	0.0888255065	0.1167986386	0.156155733	0.1619768138	0.0320743078
a24	0.119597772	0.146444987	0.07607003476	0.1084908382	0.1137486692	0.1287341472	0.1540935368	0.1528200296
a31	0.0937297318	0.129735748	0.04742221826	0.07169844488	0.1137660088	0.1495954794	0.204051676	0.1900006896
a0	0.14296430994	0.0461682082	0.050951341	0.0725257116	0.1152209662	0.2326590488	0.224888306	0.1146221058
a35	0.188358993	0.202915724	0.1085703584	0.063464991	0.083127144	0.0899575358	0.1101427012	0.153462488
a0	0.307249764	0.1637810868	0.0838716186	0.0542299352	0.060058234	0.0806312366	0.1330172266	0.117160876
a31	0.235486678	0.1646368684	0.1050835364	0.050327368	0.078398817	0.10954579	0.1410986612	0.115422336
a11	0.269143822	0.1491807164	0.122770066	0.0913818312	0.0862862128	0.0852771236	0.0932417928	0.1027184508
a20	0.268378958	0.168758602	0.1011759028	0.0681906136	0.0738787084	0.0731663528	0.0791873486	0.167263532
a41	0.382612264	0.177436246	0.1056564692	0.0620028212	0.0644350248	0.0693937958	0.068844635	0.0696187464
a10	0.36237677	0.14832684	0.1156637568	0.070037734	0.07482687	0.0748814888	0.073436455	0.080450045
</S>	0.351800962	0.1956734588	0.091190724	0.0509205876	0.0798403964	0.079466899	0.0615531802	0.089553783
