 	se	avevi	visto	le	nuvole	sapevi	che	piove	</S>
a20	0.024740064892	0.33740094808	0.115595954854	0.0106337015274	0.0107214760218	0.0493483833	0.1913701712	0.223764962	0.0364243020408
a13	0.02798186026	0.3571016804	0.0658942658	0.06723907638	0.0801934527	0.10597038402	0.1132886386	0.14502184052	0.03730882928
a20	0.014588035142	0.203322459	0.05909758728	0.0560097989912	0.100357831974	0.13224697574	0.23079051628	0.1985468704	0.0050399499766
a7	0.0102589972292	0.228604038	0.0324031352	0.06171406116	0.0651244147	0.2497163306	0.15692622536	0.1902187968	0.005034016292
a36	0.0111690688191	0.0881096556	0.02247900378	0.066298314776	0.04299953268	0.1922713336	0.06991495872	0.4633201342	0.04343804766
a7	0.0191537921209	0.11691204538	0.02156928	0.048735961048	0.04244763258	0.130054242	0.05370929972	0.4953941792	0.0720235381948
a31	0.0243597181482	0.14407638032	0.034790687	0.049890767788	0.047018144572	0.05920747492	0.033293172736	0.54735953	0.060004108676
a37	0.0618934789	0.1760536724	0.102713534	0.0803838821	0.0859512036	0.0800993168	0.0676573042	0.3124529186	0.03279469836
a31	0.0318867260936	0.1021976234	0.0660179596	0.0897588402	0.0894951592	0.200620878	0.05153409776	0.3298999	0.038588827258
a37	0.05486655288	0.1787043538	0.116169633	0.059955423	0.0809147287	0.1334612292	0.0416878644	0.2568413032	0.07739894812
a41	0.030191527832	0.0765881477	0.107255542	0.1056682184	0.1031933046	0.2302495428	0.0342739566	0.2877359348	0.024843785328
a21	0.0378246315264	0.0684087274	0.0834077241	0.0634721884	0.10067095232	0.224710786	0.029831066108	0.3584292338	0.0332446760976
a31	0.037716450496	0.07459951692	0.0585891958	0.052501976	0.10922959932	0.226806066	0.029499457196	0.3914294836	0.0196282496552
a39	0.024634154922	0.106738652	0.1117581184	0.0500313732	0.0812108842	0.18033021	0.030472179	0.378568854	0.036255543012
a13	0.03555171048	0.074753847	0.055024805	0.0403907386	0.1058675428	0.355056604	0.03570707804	0.2695087374	0.028138950816
a31	0.0400801027	0.0654913444	0.0573436702	0.051582414388	0.19982359468	0.1240347288	0.03600681692	0.3837835202	0.0418538142936
a20	0.021353161694	0.09854672508	0.0964693795	0.0613865028	0.117628184	0.214698712	0.0401180906	0.3196374126	0.03016180504
a31	0.03335262516	0.0698562652	0.0480285646	0.0436698472	0.139266112	0.34784904	0.04661288772	0.241003818	0.03036085143
a35	0.01759918016	0.0829257915	0.06116077472	0.0556745336	0.111105976	0.2297421406	0.0527296648	0.354913844	0.03414809564
a31	0.046984867788	0.0537847038	0.0773062434	0.050989351	0.123983372	0.344863793	0.0548151368	0.218319102	0.028953405728
a26	0.026942114878	0.07259235042	0.04562364088	0.0368157004	0.1473786704	0.263794343	0.0627394296	0.294816906	0.04929683534
a9	0.04802789208	0.0632635764	0.10328678576	0.086571736	0.161246084	0.308977158	0.0525888402	0.15008952	0.025948399164
a33	0.0355553528352	0.0792629254	0.1175979396	0.054105384308	0.128278072524	0.0904806008	0.063336058452	0.402355504	0.0290282043052
a31	0.092369514292	0.1059505564	0.2214638068	0.0557423294	0.0828663936	0.134897002	0.058497246	0.2145691346	0.0336439845972
a39	0.0708667808968	0.0872360727	0.072961603	0.03506756384	0.0541170824	0.2017794912	0.0518574932	0.346579926	0.0795340041428
a24	0.071420090592	0.0619945472	0.0782750892	0.04868045342	0.1283027212	0.142005096	0.05403277708	0.373230454	0.0420588213664
a37	0.0673398606	0.091214098	0.1049099632	0.03841346092	0.0706326174	0.266481466	0.071757574	0.248361056	0.040889888432
a7	0.0659939536	0.078169549	0.1205095104	0.04816901864	0.0770589836	0.26974248	0.0773257804	0.220751628	0.04227910636
a17	0.058040262	0.0790455458	0.1265605532	0.0504573532	0.0840566432	0.268647652	0.086904703	0.201239698	0.04504759096
a24	0.0751104056	0.0897205344	0.103193874	0.068490072	0.07758081	0.2643095	0.0822803492	0.191963727	0.0473506764
a34	0.0651084416	0.0817380788	0.1079066748	0.051257033	0.0656132258	0.25798063	0.0868947284	0.212683574	0.07081762912
a37	0.0495200264	0.089390768	0.0619142032	0.0444593616	0.0911490444	0.231941048	0.0696885144	0.250251654	0.11168538028
a31	0.0579019832	0.0875383868	0.0721106036	0.0595820778	0.11907404	0.275345167	0.0784419276	0.183006708	0.06699913068
a37	0.109282976	0.1197364896	0.094812334	0.0430630314	0.0975290998	0.201625476	0.0710202604	0.177830258	0.08510006624
a41	0.2832489222	0.1016052456	0.099837554	0.0571301492	0.106067976	0.1284482808	0.0669544194	0.0930593272	0.0636481132
a31	0.1551546	0.108362742	0.0809420564	0.0649786506	0.0774756806	0.275508086	0.0633160312	0.1130721024	0.0611900596
a28	0.1413614412	0.1223003204	0.0666796852	0.0463551166	0.0984062372	0.19836924	0.069095465	0.157382975	0.1000495292
a20	0.2167897586	0.1181230352	0.107245698	0.066421368	0.110394857	0.132936693	0.075677422	0.098270811	0.074140397
a17	0.1132490692	0.098222026	0.097823114	0.0750660148	0.098024956	0.2782049772	0.065066017	0.118529294	0.05581452788
a31	0.0852624748	0.11100111	0.0851879536	0.0802920044	0.1044289358	0.2848109012	0.0627189188	0.134790152	0.05150749572
a24	0.1152550888	0.1574467136	0.1009806146	0.0644052894	0.109133398	0.154002345	0.0795740992	0.111626443	0.107575982
a20	0.130067306	0.11567473	0.157567008	0.0757229946	0.1142819484	0.127013626	0.088355168	0.103368925	0.087948337
</S>	0.0844319836	0.120426462	0.159338948	0.078879731	0.0987934156	0.202955052	0.0676348922	0.1290962832	0.0584432154
