 	i	piccoli	i	bambini	non	possono	mangiare	il	gelato	prima	di	mangiare	prima	di	mangiare	</S>
a23	0.255961224908	0.105744909089	0.034494188394	0.002053284988	0.001755453752	0.01980106584	0.03139888096	0.02659452192	0.05958683028	0.04085709218	0.02052449476	0.0230684751	0.03137972936	0.10555716968	0.1693784806	0.07184418226
a31	0.19390042586	0.0479172010901	0.0686642536472	0.0516159449173	0.0321542859686	0.02261064928	0.01055327352	0.0213624552	0.0691118474	0.03000532069	0.0104825640732	0.01198181112	0.0086850368824	0.0520638281	0.3211700344	0.04772104498
a37	0.01776872048	0.138462346323	0.0100896782399	0.0225610311139	0.023012931141	0.038940411796	0.02965618194	0.03035622472	0.0738142352	0.0350840396156	0.007529525016	0.0683822286	0.051236981108	0.005698698178	0.440931890388	0.00647492228
a31	0.037519978804	0.0791171615224	0.0227419365266	0.0104189341757	0.019745486094	0.041844552	0.0499622389	0.0566939408	0.0590204064	0.055827962	0.018207664924	0.01723432944	0.009201261576	0.005835581158	0.4600922643	0.05653633102
a24	0.02599287619	0.191226189561	0.032211511936	0.0171140625668	0.027100275816	0.01807220624	0.0458405258	0.08208861	0.043269442	0.0353187308	0.00987584156	0.0285492214	0.05406933332	0.04085924388	0.320102669141	0.028309278404
a46	0.0120533751308	0.019940251788	0.023680514872	0.004505288781	0.01241123104	0.04377476512	0.04299426384	0.07060654924	0.1452150378	0.060132335576	0.013680582	0.0356264092	0.0116836916	0.04867588102	0.41083900356	0.04418081206
a31	0.04959863866	0.117363713694	0.009171412914	0.012114111126	0.019261343196	0.026110631264	0.04361896384	0.0665419026	0.1039424924	0.063362835008	0.0112400748	0.0298004128	0.013995116236	0.196242184613	0.2063830946	0.031253084828
a39	0.0071945959152	0.0066511563428	0.1346644382	0.0165681029583	0.02253461842	0.02833252356	0.07402400652	0.06117297808	0.146884498	0.055702611292	0.008159980552	0.01239112934	0.05293719848	0.04462336674	0.322500683053	0.00565811504
a8	0.019773103686	0.115528539568	0.02492579248	0.0136131183646	0.02041064408	0.01571874716	0.03346891072	0.04996106276	0.1189118028	0.0984672359	0.0178548501	0.0284096402	0.012763216372	0.161753437212	0.2195651392	0.048874754108
a3	0.092524135752	0.0750729109772	0.01295403542	0.010419915686	0.017256159404	0.014949778156	0.04124379904	0.05873865332	0.134003758	0.0949475762	0.01932312052	0.0308113938	0.01124343012	0.209069298284	0.1538849294	0.0235570919132
