 	il	abito	della	sposa	corassi	si	chiama	la	sposa	ee	ee	vuole	bianco	</S>
a31	0.0769737768	0.2616856292	0.1331402214	0.0065752389	0.05654476578	0.04767468452	0.079614515292	0.05159730188	0.056786442	0.02691689816	0.03054186768	0.0640251898	0.09702963194	0.010893814008
a23	0.00836095336	0.0651951396	0.0476725802	0.014661979364	0.05854588816	0.014452055688	0.121754690089	0.0410686463172	0.03883970162	0.04521709196	0.038817288472	0.0999682824	0.3995570474	0.00588863334
a31	0.042466374392	0.1620098654	0.0524553062	0.112725890848	0.025798048692	0.01523738296	0.021694683672	0.012894482928	0.02214143028	0.18491473054	0.05247333474	0.0275246838	0.2583741284	0.00928964216
a7	0.00097454908	0.07065666992	0.08036222184	0.04841113348	0.13727052016	0.06573831472	0.07540864544	0.0499901301868	0.1402217694	0.2151704118	0.0283872818	0.023398957	0.06204490606	0.00196450752
a10	0.0149680186132	0.07221466244	0.02835304904	0.021440084284	0.01184329588	0.02709570648	0.050784046316	0.018199973	0.05389103714	0.362168909	0.03907310538	0.07071190048	0.2101904716	0.019065732234
a38	0.021610150015	0.06272205208	0.02886338284	0.014928470494	0.01736294906	0.02174154904	0.0636514065916	0.01338532654	0.0483529618	0.36690587204	0.04565215544	0.0572521394	0.2039576596	0.03361395514
a10	0.0103541034828	0.0605881088	0.01236316752	0.01981650484	0.03574878026	0.02495215698	0.041776981081	0.0194887862	0.0878059308	0.3498094566	0.0503805146	0.0642267899	0.1807084268	0.04198026588
a11	0.0134106322688	0.1295429502	0.07105006674	0.01588003451	0.03784854972	0.0624767566	0.109078188782	0.030233461508	0.0525947474	0.3196203012	0.05093783814	0.02054720094	0.0822305354	0.00454874128
a31	0.0161614813776	0.0570531488	0.03457936156	0.00700761042	0.01986607386	0.11865986	0.0378591962076	0.02661096252	0.0847219796	0.2162546614	0.1046531264	0.051970331	0.2011226312	0.02347958952
a13	0.05152232164	0.436137068	0.1173621618	0.061643122316	0.01950806864	0.026880549496	0.053055984828	0.00843121268	0.0162146777	0.0873881404	0.009855356	0.00750417214	0.0950870166	0.00941012902
a31	0.0218729881028	0.06889364352	0.06464815112	0.02400473628	0.05438313	0.0827477334	0.035698283764	0.04808575306	0.1019607534	0.0772947468	0.0249598243	0.0310743615	0.3445024	0.01987348162
a0	0.04192843488	0.504064607	0.0563667592	0.059382345264	0.02949637176	0.05358837972	0.059130886016	0.0190028014	0.0177295174	0.0271925686	0.00724236718	0.0096897045	0.0975598674	0.01762534278
a31	0.019562511128	0.0581764494	0.05979634652	0.03491885552	0.0908653812	0.1389976032	0.0230466094652	0.05200201326	0.0644910279	0.0572010426	0.032421028	0.0194558239	0.3211011906	0.02796410998
a39	0.028475183816	0.229495573	0.0291114034	0.034754756528	0.04441582766	0.11631316876	0.0405665788	0.05061843512	0.0331633064	0.0346460152	0.0122361266	0.0160597302	0.2882159326	0.0419279492
a31	0.019886647192	0.06693231112	0.0487094514	0.038889363056	0.1010677762	0.1656591012	0.015904462054	0.040841585	0.0344272107	0.0420166148	0.02401478686	0.0152244121	0.3486759468	0.037750291032
a17	0.023727854608	0.111153728	0.02368198684	0.022278011504	0.03763269534	0.187352154	0.03433008888	0.0627911918	0.0379322052	0.0359003004	0.01883576306	0.019110831	0.3448853538	0.0403878226
a20	0.022468457176	0.07757281108	0.054468679	0.040699361932	0.0947633968	0.1528291976	0.0108686162496	0.02808671712	0.02593175006	0.03689651014	0.03420597306	0.0160283974	0.3616388392	0.043541296488
a21	0.027296670284	0.036077739	0.03443435736	0.02094756448	0.1022230568	0.121340022	0.024112498216	0.0573324087	0.0923655146	0.2045255362	0.08042058928	0.0366869282	0.11616206236	0.04607501694
a31	0.037662949302	0.03215046264	0.03917423888	0.0260308952	0.1054491662	0.1277532492	0.018822452228	0.0489560832	0.0578627973	0.1468090264	0.088694521	0.0398921674	0.1815451782	0.04919682454
a18	0.036025000442	0.06696996986	0.03042140496	0.02919662048	0.034702591	0.179870502	0.0367743188	0.0487048508	0.0505151901	0.0822157826	0.0582421332	0.0212123469	0.2971492714	0.02799998328
a46	0.03474533472	0.0455872826	0.057834586	0.02744656538	0.0650978366	0.1394608432	0.014924501612	0.03665254112	0.03779854	0.0756349626	0.0804684486	0.0384430032	0.30558369366	0.04032188197
a31	0.06063995468	0.0434080342	0.05152810376	0.02326930352	0.0449714388	0.1489457536	0.02755972352	0.0414603264	0.0443585396	0.1621510022	0.2099525046	0.0384604778	0.0673075558	0.03598727528
a38	0.09189902331	0.0332333168	0.029667357776	0.033124635148	0.0576318688	0.06987384376	0.03969276622	0.0421192998	0.04411536828	0.06238771	0.08214729432	0.023425497	0.3544042916	0.03627773688
a3	0.0567127922	0.0908653128	0.05117746144	0.03141091852	0.042907999	0.1550574024	0.025689900972	0.0460823244	0.0429669354	0.1539990368	0.1480366794	0.0408238266	0.06865979112	0.04560960854
