 	la	macchina	si	è	rotta	e	vuole	riparate	dal	meccanico	</S>
a31	0.17668426664	0.04645952276	0.01744816252	0.01184604898	0.1313309288	0.2676323568	0.0300850776	0.1131771079	0.040159103012	0.06345196362	0.10172546616
a23	0.006124810928	0.0231886754	0.0206253686468	0.0224821351782	0.047237957204	0.12355867112	0.06622589682	0.57399076	0.07208911738	0.03204550672	0.012431083958
a31	0.002813814306	0.043071210928	0.0207972067176	0.13301680131	0.0316098470596	0.25143902116	0.0150502854	0.1617706258	0.09885133244	0.11985086	0.121728930126
a37	0.001743373824	0.04165669656	0.01174192744	0.0726601836994	0.102023375285	0.2446845486	0.0361659438	0.1592171564	0.15153974234	0.167475509946	0.011091604512
a39	0.002346611448	0.034272658224	0.04209196868	0.140810999558	0.0445086616488	0.23988514898	0.016252707	0.1360398492	0.0962658276	0.12988785336	0.117637690512
a17	0.04841620773	0.13626028332	0.05289340012	0.149675704184	0.0350395482	0.084692935574	0.01497966474	0.27445367586	0.0233033649	0.03841629508	0.141868921332
a11	0.082343679594	0.06492731752	0.0851998555816	0.128556380502	0.02526062888	0.019317922186	0.01203768374	0.3851506723	0.05895974436	0.03822164998	0.100024509414
a31	0.0084627412	0.04187710236	0.120637965987	0.0604477218592	0.059465693	0.031495629322	0.03387870215	0.4160521206	0.047146093208	0.10612359116	0.07441261674
a20	0.00391294444	0.02492935452	0.072155267532	0.0629784793748	0.04405802454	0.127317055539	0.068790262626	0.319102916	0.02348147092	0.212125506166	0.041148714588
a31	0.018535288648	0.06182859624	0.144308029513	0.051317939704	0.03080136346	0.06788357788	0.03990897846	0.364465327	0.05870130044	0.1273148764	0.03493472746
a24	0.005518177504	0.02174835646	0.08857127776	0.045707713825	0.04313079528	0.070863154762	0.079611482892	0.389216496	0.03049265106	0.18239565308	0.042744247956
a31	0.02115708026	0.0350747218	0.039269638508	0.021598650004	0.03605248688	0.06218697828	0.1068383576	0.414263012	0.0949629742	0.1442986874	0.02429739532
a8	0.00708195906	0.01629615154	0.04296794336	0.02603017303	0.05886862281	0.08176515633	0.09093737178	0.4041716548	0.02591439684	0.16421147724	0.08175512113
a31	0.01284116778	0.07649236372	0.135235973444	0.0803845066	0.0345123444	0.02270731904	0.02540206716	0.4384982696	0.08925028952	0.06665901696	0.01801669826
a24	0.0142874177	0.01041498	0.0213422253	0.01264662624	0.06098421816	0.091361913	0.1098565932	0.4336078012	0.05682505684	0.1152448016	0.0734284424
a6	0.04232923028	0.0427198602	0.034579709084	0.021306705804	0.0364446202	0.03460547864	0.08718005636	0.501938188	0.06999262092	0.09607296376	0.03283057596
a31	0.0229860702	0.029432899	0.09655866244	0.0347419724	0.065654854	0.0495829384	0.059090944	0.426069412	0.13102190352	0.05652583476	0.02833452644
a20	0.059950097514	0.01734646896	0.02463086776	0.01495211548	0.067096326	0.163954548	0.1763780528	0.3662510228	0.0364148732	0.0404294098	0.0325962472
a31	0.03653473	0.05653471	0.055366796376	0.026895133232	0.06896327232	0.048333361	0.07591879892	0.486308998	0.0651701736	0.0515668302	0.028407158412
a23	0.03576045106	0.02279265876	0.03795077512	0.0225020204	0.1039138296	0.0877344774	0.1157969728	0.4559882	0.0573736294	0.0366690456	0.02351794984
a28	0.0436771428	0.06061360028	0.069318963212	0.03529162562	0.1011504552	0.0471151306	0.061174243	0.47899083	0.0374316614	0.03813308516	0.02710325614
a31	0.0357926788	0.03103837316	0.07499205664	0.030485565372	0.0716642702	0.0757744258	0.0886776966	0.448339498	0.06273949868	0.05131954484	0.02917638344
a0	0.041172154628	0.03088577824	0.0386067114	0.02795198304	0.066608655	0.0826623204	0.1353652588	0.4491131388	0.0469610952	0.045964689	0.03470823324
a28	0.0432769776	0.047301478	0.069376548216	0.027829570952	0.091721284	0.0797457164	0.0762648248	0.434509404	0.052594251	0.0485332804	0.02884663882
a35	0.0385320352	0.034612409	0.085344388	0.04161086512	0.1045888976	0.12357983	0.0820763768	0.345366766	0.0628144614	0.0528140072	0.0286599848
a8	0.03564380028	0.03515092892	0.07375214736	0.03392454348	0.1777955068	0.1596643398	0.0822702448	0.25136946	0.0667921314	0.0531463392	0.03049053804
a20	0.0329136422	0.0335458548	0.03351694572	0.0274767523	0.170369236	0.1679900126	0.0773699096	0.299821738	0.06811267328	0.05392677272	0.03495644972
a31	0.035083425	0.0249653312	0.0205017418	0.01725564564	0.0881357206	0.1894610656	0.100547126	0.307837972	0.0915896568	0.083601546	0.0410207846
a37	0.0544630376	0.02733927348	0.02400573294	0.02531006948	0.0574581534	0.08443768	0.0774850368	0.390667438	0.1068746596	0.101463716	0.0504951488
a31	0.0989339034	0.0395071842	0.04635541008	0.032892156	0.0738694456	0.13059883	0.0890265872	0.333195782	0.0559886476	0.056704272	0.0429277794
a37	0.053932696	0.0379744658	0.0321834924	0.0348595652	0.0575781718	0.0601548345	0.0745756546	0.433000745	0.0868963688	0.0767445562	0.0520994688
a19	0.114184876	0.0637165278	0.0505213184	0.04364631836	0.07473522	0.106938426	0.0885144812	0.293782714	0.0545548162	0.0598853548	0.0495199266
a35	0.0449290828	0.0346871266	0.03530314844	0.028216973212	0.110001928	0.1363531168	0.0810317064	0.390662622	0.04806123008	0.0472479424	0.0435051634
a20	0.03314982484	0.02638789824	0.02400633484	0.021721312932	0.1619492952	0.190902945	0.087775005	0.288644832	0.0582311114	0.0622693688	0.04496208676
a31	0.0503913128	0.0318997176	0.0224247474	0.01793978168	0.132015718	0.1194767294	0.0864116314	0.3268862912	0.0836774696	0.082701046	0.0461755326
a39	0.0706809724	0.0391534168	0.030812986	0.028930511	0.0454853874	0.05465176146	0.0668573138	0.426822012	0.111455868	0.0754241564	0.0497255696
a31	0.160921299	0.0657458346	0.03936716188	0.0397247926	0.0825382512	0.127474191	0.0886874412	0.218950733	0.055722736	0.0657022446	0.0551653092
a28	0.0860644022	0.0677930198	0.0389002918	0.041618687	0.0482982354	0.0492090702	0.0674620108	0.37317248	0.102450586	0.072818102	0.0522131278
a20	0.1318389496	0.0882966466	0.0387338992	0.0487841766	0.0747719164	0.108516449	0.0874219488	0.2256327592	0.0652792462	0.0720707096	0.058653325
a8	0.095397532	0.054564765	0.03332845016	0.03010194968	0.0401807624	0.097650809	0.0850313352	0.414451544	0.05526361336	0.0531014026	0.04092788928
