 	non	ho	scritto	mai	una	lettera	al	mio	fratello	</S>
a31	0.1907967424	0.35004624588	0.02216634548	0.0805551298	0.05715601194	0.19695887826	0.0338302962	0.03331861272	0.022060025488	0.013111692932
a37	0.02548452536	0.31418468308	0.086846137512	0.058013837722	0.06109919571	0.078831261053	0.1867416128	0.105918326	0.03680674026	0.0460736566
a31	0.02172379514	0.06264610972	0.04575166436	0.0340038839248	0.16765863511	0.0062260845668	0.136020420934	0.186291738834	0.2006752662	0.13900239212
a20	0.0342731237	0.2050032342	0.00482405808	0.0467677062879	0.140327616573	0.0200745556467	0.11854049088	0.1039915791	0.288593009426	0.03760461997
a31	0.044847143724	0.050178541106	0.13241511314	0.077821656908	0.12453013227	0.007748916146	0.0569743686	0.15791973518	0.3130988494	0.03446554558
a13	0.08384510506	0.3789634232	0.0884470398	0.101832458274	0.064487835104	0.0173836904468	0.042899738686	0.09037853226	0.120105785874	0.01165637833
a31	0.034929418142	0.24979191096	0.08134948544	0.063095097868	0.10337345986	0.03214803884	0.0661713128	0.0800829722	0.18858975311	0.10046853112
a20	0.07342685986	0.2262185132	0.112714283	0.115061343531	0.0780586303426	0.028248259698	0.1053713763	0.1277510134	0.1201703858	0.01297930672
a17	0.09846556212	0.1983268895	0.076925626	0.0730096586	0.14594198266	0.046086693	0.088149922	0.0938625036	0.114486169112	0.0647449754
a20	0.1415819146	0.080281634	0.0610675264	0.06989046922	0.13632154084	0.05584046668	0.0714936684	0.211475636	0.0951768439	0.0768703288
a31	0.06723496414	0.0582649029	0.0558357878	0.0659263664	0.0777502684	0.0666916238	0.1110777992	0.1367934	0.233524424	0.1269004768
a20	0.18416132044	0.05772905354	0.050491536	0.04791040254	0.11324695464	0.0645859846	0.1035007836	0.1671483444	0.136575912	0.0746496964
a31	0.0997832988	0.1041233768	0.076628942	0.073642793	0.1331281262	0.0762249332	0.0898453816	0.100621111	0.1509555714	0.095046451
a3	0.1574109588	0.066759438	0.1334743634	0.1056698048	0.0746968684	0.0772463824	0.0990798528	0.1091698624	0.108078352	0.068414126
a8	0.1022442212	0.0954965826	0.108316587	0.0867611994	0.193360529	0.092977448	0.0787279684	0.065385471	0.077410811	0.099319216
</S>	0.0927231552	0.088484372	0.1035348872	0.0824469806	0.171546222	0.0848605716	0.072262931	0.0872462694	0.1361767376	0.080717907
