 	hai	già	mangiato	</S>
a38	0.3628861854	0.388870774	0.0369555338	0.21128752558
a31	0.20273260652	0.331489604	0.05349934746	0.412278477406
a20	0.14446462584	0.34392911	0.0455323376	0.466073945176
a31	0.2098106498	0.4388771	0.2303383997	0.120973836946
a27	0.2088034404	0.521884404	0.2301289354	0.03918320162
a31	0.0816396446	0.639825826	0.15635296	0.12218154006
a20	0.0750683474	0.395216422	0.38700000552	0.14271523628
a31	0.138525634	0.384697284	0.21261616	0.26416094076
a39	0.2098709848	0.334217994	0.298887666	0.157023344848
a20	0.3994797694	0.2144284161	0.1613702688	0.22472156486
a10	0.3756063558	0.22161595194	0.2037897844	0.1989878772
</S>	0.2652113004	0.2052625712	0.3008848	0.2286413372
