 	se	vuoi	vivere	non	essere	grasso	bisogna	mangiare	poco	</S>
a31	0.131022338686	0.41994226052	0.020755219054	0.0211066526496	0.115465581393	0.0729256861	0.11030313168	0.020952235	0.082637510932	0.00488937918
a20	0.010417376348	0.2209419664	0.02635050148	0.0666397572552	0.081475848256	0.10501619056	0.07381140654	0.0279024206744	0.385241855033	0.00220270272
a31	0.035881312728	0.2566958644	0.054272550864	0.0158313875006	0.0687494142132	0.1205381176	0.097112019	0.013243391352	0.32796537616	0.00971056246
a28	0.003366253082	0.2651091482	0.044937469312	0.030114393446	0.0377698107471	0.1912730234	0.05723219958	0.0053376801026	0.364218025443	0.000641986176
a37	0.0026996883576	0.26841475336	0.08838927116	0.0398356733439	0.00709623753672	0.0503610654	0.1672558532	0.012313550096	0.3549663809	0.008667542124
a24	0.01032073594	0.2709593916	0.04180550464	0.042053166512	0.00570114633974	0.06198990368	0.16710529	0.01395711296	0.3350886454	0.051019087906
a31	0.00630000794	0.217224469	0.02400169428	0.05873631965	0.0113974944496	0.13771662072	0.1290670746	0.0327239018	0.3425244563	0.04030794526
a20	0.022550955964	0.166013208	0.067535007272	0.073302789676	0.0219654036488	0.1246875412	0.31572104748	0.04175206722	0.157550872568	0.008921125234
a1	0.01483792996	0.282071396	0.08462015732	0.13307102368	0.024853022104	0.0518717194	0.13927763416	0.03085946566	0.22763382276	0.01090382191
a31	0.0111635896	0.1321706884	0.14949551904	0.0830240546	0.011250881582	0.16454028134	0.1089211558	0.03107738332	0.28291212156	0.025444312128
a28	0.005420284444	0.1247244722	0.14104213108	0.15980220616	0.03742204476	0.0521409026	0.13441252454	0.02132873018	0.31094788736	0.01275880232
a24	0.0186736226	0.270272076	0.10151268104	0.1046442424	0.014424624717	0.03020276088	0.1096885378	0.0511481938	0.2811681926	0.01826509672
a28	0.0367649864	0.132160764	0.17849539884	0.1283109518	0.01183491981	0.05881761488	0.08028044834	0.04664974906	0.3062084746	0.020476713
a24	0.0234963814	0.1623519104	0.1173950412	0.10173949716	0.01114408692	0.0587754834	0.101007867	0.0482015034	0.3427711556	0.03311707732
a46	0.0304727893	0.1047689444	0.14025704836	0.1255620026	0.01177844518	0.0514093944	0.1075202814	0.0564636304	0.332919928	0.0388475552
a14	0.0594217512	0.1137458854	0.092908917	0.11100008064	0.01374873118	0.191673951	0.2565137334	0.049982039	0.088341688	0.02266318846
a31	0.0183142158	0.1221303526	0.14109116376	0.09765738304	0.01822680312	0.1068600888	0.3036542858	0.0458573886	0.119325628	0.02688267856
a11	0.016107966	0.152608786	0.1330704892	0.095432408	0.04305272388	0.1140236611	0.1770594144	0.0677838576	0.165740926	0.0351197448
a31	0.0499098306	0.2371932608	0.13503822988	0.1084171796	0.01340290852	0.098184255	0.1420311084	0.0575082648	0.1220931592	0.0362217918
a47	0.0324878992	0.1292668034	0.1164737656	0.1046502988	0.06829924532	0.1178124117	0.1037658082	0.0836514108	0.1875930694	0.0559993062
a31	0.05409880328	0.147111116	0.12828254976	0.09116381196	0.03450934318	0.0789047402	0.1210579614	0.04606698796	0.27565423394	0.02315046968
a24	0.0748046454	0.089424906	0.1272550142	0.1193131894	0.04577974466	0.08786465996	0.0936283592	0.0770958192	0.2134622086	0.07137141
a1	0.0725306618	0.2082146048	0.12926813124	0.08939905184	0.02097460008	0.057163128	0.1412846678	0.0663223656	0.1619391162	0.0529036638
a20	0.0589765584	0.0996942158	0.07946071536	0.08866565588	0.01924398992	0.1263282492	0.34503877	0.0582102168	0.088012674	0.03636895312
a31	0.0297581536	0.092262337	0.1118952062	0.08920840924	0.01204844644	0.112713944	0.2696768548	0.0657464148	0.1828171172	0.0338730914
a20	0.05734401	0.1215468608	0.0856934436	0.099892675	0.03260212008	0.1059402584	0.1136229064	0.0950890214	0.1793625282	0.1089061988
a37	0.0752363654	0.134645425	0.1323852636	0.0763795368	0.0305390536	0.0739305256	0.16224172	0.0842343808	0.1669521404	0.063455634
a24	0.0863477406	0.1809267894	0.1050969592	0.07741413944	0.0240401539	0.0828620684	0.1817044564	0.0763042548	0.1415709186	0.0437324966
a29	0.0806515924	0.1519904314	0.0744364048	0.06843534968	0.01275919866	0.0986486686	0.2199763594	0.0647092964	0.1883072219	0.0400855298
a20	0.0591031788	0.1004468788	0.078643105	0.07425272778	0.0137047963	0.157259652	0.2770420454	0.0653901352	0.134471494	0.03968599172
a10	0.0625875074	0.110394503	0.0885058254	0.07106034072	0.01590644028	0.146243645	0.2776306294	0.0670858202	0.1227457106	0.0378395692
a31	0.059938812	0.093691057	0.0622577122	0.06814582408	0.018059644	0.1383899328	0.25932058	0.0747164534	0.1712831152	0.0541968856
a17	0.0661498532	0.134265308	0.1125194074	0.07457187	0.02895416594	0.1052678532	0.1225438712	0.0975983334	0.125569458	0.132559878
a20	0.098213612	0.134113226	0.0942348106	0.0853944322	0.045699404	0.0686351556	0.1411957348	0.1121288004	0.13971752	0.0806673108
a28	0.091515976	0.1521551688	0.0807861106	0.0790697052	0.0313792676	0.0842600656	0.199382014	0.093216388	0.1295751806	0.0586601242
a0	0.089946444	0.1263926284	0.070940371	0.0761365712	0.02845479212	0.096018767	0.255425074	0.081363538	0.1216127486	0.0537090742
a18	0.0863001832	0.120351158	0.0815128536	0.0747894548	0.02726186848	0.1194181386	0.261244058	0.0774893532	0.103456378	0.04817656528
a33	0.0724738466	0.1397724314	0.0862476262	0.08084505444	0.027624936	0.1260712892	0.24386584	0.0748050902	0.101182737	0.0471111666
a20	0.0632366332	0.123687828	0.106778454	0.075313252	0.0468499726	0.1373332316	0.200291383	0.1016050044	0.0847149232	0.0601893292
a31	0.0776828144	0.0856847722	0.0841787838	0.06941505624	0.0373471528	0.122418864	0.233299852	0.089678104	0.13486391	0.065430744
a8	0.0742730484	0.072869358	0.0878893582	0.0657936558	0.0415436794	0.0942419348	0.1231504376	0.112256356	0.1620372412	0.16594493
a23	0.0955819952	0.1247221492	0.0974981276	0.0911726016	0.0722596128	0.0798950866	0.109736654	0.1161744416	0.1316249594	0.0813343188
</S>	0.083934924	0.091728901	0.0892903578	0.0771063644	0.0633087876	0.1004326616	0.147632952	0.120971414	0.1507373762	0.0748562154
