 	vado	cercando	una	macchina	che	consuma	poca	benzina	</S>
a31	0.3706635516	0.07116220632	0.10414582558	0.1380124622	0.0760500596	0.09456622534	0.08838646628	0.036761185468	0.02025203729
a8	0.019362859858	0.168217328553	0.095080043306	0.253139062	0.0847491428	0.0603706944918	0.29199788	0.0153449484056	0.0117380617
a31	0.0305515098324	0.0620888887398	0.0276879354618	0.33849272968	0.05557178452	0.0069773374824	0.40578811386	0.00049126044348	0.0723503710304
a10	0.0327280766044	0.0485350702391	0.0838365735948	0.434373094	0.1158682434	0.01010243524	0.2265099492	0.000413297342	0.047633314164
a17	0.006388150507	0.0692412098094	0.0461611819488	0.33644034	0.1035598247	0.004850179458	0.32651921172	0.000384115004	0.106455784336
a20	0.106527390546	0.34375428946	0.06725742798	0.25798058186	0.068888506854	0.00526520194	0.08538405116	0.00349041976	0.06145215892
a31	0.041780273426	0.33666177506	0.0612889539	0.21459136178	0.076718527414	0.00775978236	0.13818198172	0.015289501726	0.107727887024
a29	0.050174629206	0.137675992879	0.109286467964	0.284078198	0.1001023298	0.10790192622	0.17049853946	0.006001297172	0.03428063169
a31	0.110042436408	0.4225634052	0.05262834576	0.0849580498	0.074077263	0.0717469656	0.0591332828	0.07683555896	0.0480146948
a17	0.004970854968	0.2259353904	0.1047946554	0.2576337066	0.0607713282	0.19652897036	0.105700779	0.0317463175	0.01191801534
a31	0.038579967614	0.2758332292	0.03801962736	0.068399328	0.0707324424	0.1312411132	0.178654592	0.1454733018	0.0530664406
a17	0.01964494802	0.2088714316	0.1077420096	0.19591913	0.0657303748	0.1589972386	0.0834456496	0.1270618212	0.0325874246
a31	0.06087413704	0.207001851	0.0439703728	0.067973396	0.0809764972	0.1516099602	0.13487203	0.1755785932	0.0771431858
a17	0.04409622316	0.1799535414	0.104004193	0.133306718	0.103522334	0.1543082464	0.080701039	0.1591441368	0.04096359668
a31	0.0862161836	0.1657077406	0.0605603874	0.0824935772	0.091846462	0.14059295	0.121374764	0.168813372	0.082394582
a17	0.06695927074	0.1312656382	0.0880323652	0.131092919	0.138406216	0.153799136	0.0997671736	0.132396774	0.0582805528
a31	0.0824727944	0.1758568892	0.0739961536	0.0914148302	0.114053992	0.13415885	0.111031886	0.1301735744	0.0868410228
a24	0.074342673732	0.0976439712	0.086511152	0.1071134124	0.1330797754	0.159058666	0.1219302642	0.1502432156	0.0700768468
a31	0.0919560592	0.201683368	0.082216872	0.0809557454	0.0844056004	0.102392594	0.105526749	0.1624773348	0.0883857096
a17	0.07051754237	0.0838739363	0.080909122	0.0831781776	0.117525608	0.181159396	0.140424528	0.1564728898	0.0859388088
a23	0.106501089	0.184581172	0.09812431	0.0868137496	0.07667764	0.1230962736	0.116595758	0.1159601372	0.0916498236
a8	0.1231857478	0.170588914	0.1041407834	0.08649945	0.070170922	0.132732972	0.110114168	0.122331876	0.0802351775
a31	0.0910264092	0.1087734816	0.0695799896	0.0766310114	0.0753728274	0.149959377	0.1331470146	0.207246508	0.0882633706
a20	0.0779810452	0.0839250578	0.068829471	0.063064863	0.0807937982	0.1576901928	0.179171204	0.121002476	0.1675418484
a31	0.126917212	0.155355172	0.1081454494	0.0782472706	0.0731797494	0.1079536488	0.1092861892	0.1515445332	0.0893707676
