 	non	aveva	dove	aveva	per	stare	</S>
a7	0.1989863409	0.006623664654	0.103243466	0.00183498198	0.103264402532	0.581048108114	0.004999007654
a31	0.060481680496	0.105172990261	0.19410715	0.0705126193698	0.242818542494	0.24948562878	0.07742142986
a29	0.0590662569257	0.0418469492952	0.05698647524	0.059031096784	0.2126979006	0.5417588936	0.02861241204
a19	0.17685433914	0.0119767573974	0.034952262856	0.0239265181274	0.118701285656	0.61643425066	0.0171545600492
a46	0.2464560006	0.061688531086	0.20438200952	0.034856579772	0.0406674267	0.33948663964	0.07246278308
a31	0.125672555	0.06444300164	0.1576374498	0.06119243384	0.09328554212	0.2967906544	0.200978329
a38	0.0877587118	0.05001175916	0.136835656	0.074299213228	0.078636898	0.3189922668	0.253465482
a31	0.1135320156	0.0731339105	0.07213152452	0.08917031682	0.0892678836	0.297210508	0.26555383
a20	0.1099851994	0.10423249226	0.137642496	0.09080737294	0.0815097746	0.2308326944	0.244989944
a31	0.260300982	0.1088168566	0.0913582732	0.1288671276	0.0941720812	0.127908184	0.1885765072
a0	0.1188985392	0.1440594968	0.222882508	0.1161501496	0.0908866544	0.1150334014	0.192089268
a31	0.176369472	0.2393539172	0.122477486	0.145690786	0.0813961738	0.1153974448	0.11931470916
a46	0.1232849568	0.171109536	0.16288778	0.196016142	0.11652823	0.0946635252	0.135509851
a18	0.181814236	0.2468749392	0.138620161	0.1361510852	0.08703752088	0.0991291918	0.11037287756
</S>	0.205327284	0.20927534	0.1339255032	0.136961392	0.0942112846	0.110381901	0.109917322
