 	voglio	che	Maria	è	di	venire	domani	</S>
a8	0.17824198926	0.05822594624	0.0212287254532	0.0090582641026	0.17647050064	0.54975840366	0.002373522064	0.00464267686
a20	0.149865174766	0.0316938948453	0.0096463412266	0.091768947396	0.0789155664549	0.627717788	0.00265389255548	0.007738367644
a8	0.06011760102	0.009508047779	0.0152306104838	0.104367603666	0.0385083675612	0.610915501	0.00143532273	0.15991690424
a20	0.113753475466	0.006714246216	0.003765037586	0.0624477042811	0.0376702345026	0.686393594	0.009197143108	0.0800585426
a31	0.049816465766	0.03201404894	0.090352853832	0.107733294668	0.057136605182	0.376006954	0.0649209026	0.2220188892
a28	0.01202753518	0.1883408616	0.051398080264	0.078112742412	0.0802374168764	0.431235302	0.0191683535316	0.1394797091
a31	0.07759366566	0.0753946168	0.07567706852	0.036682404642	0.076324271698	0.270229502	0.17990286108	0.208195619
a18	0.1400049514	0.1811690612	0.1123066156	0.0522408690316	0.066616851968	0.1929155112	0.1605808297	0.0941652848
a31	0.0980175948	0.136089524	0.0952990272	0.039193546298	0.05721550984	0.183448347	0.2235150118	0.16722146
a3	0.1386189984	0.1802213386	0.13400454768	0.054705933874	0.049055643868	0.1162897588	0.231118237392	0.095985547
a31	0.0897655806	0.1888889406	0.096915765	0.059401240124	0.060319002018	0.1219156974	0.17137549564	0.211418282
a18	0.202578042	0.1971953562	0.1003304944	0.0647732227992	0.067280846228	0.107413176	0.157987464061	0.1024413824
a31	0.1431978934	0.159512483	0.1644720708	0.08554687596	0.07836983192	0.1076415466	0.1194786088	0.1417806596
a17	0.1508240348	0.1387487116	0.1057293816	0.07385844416	0.0794040917	0.1061537828	0.1451099411	0.200171628
a20	0.129279254	0.113503296	0.177412504	0.0934379688	0.0963726112	0.121280006	0.1192534742	0.1494608868
a31	0.14593377	0.13015389	0.102790864	0.10666484	0.1113437594	0.1029119224	0.14824742	0.151953546
a20	0.1545526922	0.11225988	0.154523782	0.0891599166	0.0874293816	0.107892432	0.141882064	0.1522998408
a31	0.149824147	0.1237147806	0.108649603	0.129604219	0.1506801482	0.0977878996	0.1423545016	0.0973847231
a20	0.1374490256	0.1145553632	0.143317614	0.102219573	0.0952634982	0.1007888754	0.1655939648	0.140812076
a46	0.1503920774	0.124854571	0.1095421336	0.1369025416	0.149341226	0.098689854	0.13952663	0.090750947
a31	0.1662815172	0.1279332812	0.106454942	0.1252459234	0.14225184	0.0965513814	0.1418699988	0.0934111346
a46	0.148014311	0.198713246	0.140451929	0.0915217942	0.0859494596	0.0987248428	0.1268636268	0.1097607582
a8	0.1551651034	0.129166029	0.1088924926	0.1340213814	0.15045968	0.095321895	0.1369581592	0.0900152882
a39	0.16272222	0.1318846754	0.1104042774	0.1225629286	0.14277454	0.0963879754	0.139260466	0.0940029234
a31	0.17183372	0.14801283	0.1092453074	0.105347493	0.1121435336	0.0969424826	0.14693159	0.1095430566
</S>	0.1530380636	0.177300811	0.1170647342	0.0922697868	0.0823685186	0.114799002	0.138450802	0.1247083016
