 	se	si	era	vestito	il	mio	fratello	l	avessi	portato	con	me	</S>
a33	0.224488598048	0.0627949007926	0.0381342368552	0.031590939278	0.045809953328	0.0272842402	0.02157848266	0.05495399392	0.08781337228	0.10128212588	0.08854628566	0.180236672512	0.035486176648
a31	0.2945487268	0.0356335005348	0.010886425416	0.098723100452	0.00337061574	0.00454201358	0.021546257496	0.05386174234	0.16837736674	0.01908660184	0.085611550792	0.19293376018	0.0108783278
a20	0.06201001068	0.0166409631096	0.01071682025	0.0357367170266	0.117104030888	0.06884465254	0.0446042625	0.0713732656	0.1444867618	0.0826795063584	0.020839676208	0.3204298385	0.00453347318
a31	0.16278505182	0.0823012095924	0.0087618290912	0.06577976272	0.028150419696	0.02547660784	0.042411910352	0.03330038756	0.0797694352	0.048050713032	0.03186846962	0.383642003778	0.00770219746
a28	0.02761825738	0.07033733808	0.0338179812	0.04138932278	0.0952685928	0.11956355628	0.064567645874	0.1255873088	0.0654547322	0.025460921995	0.0415679592748	0.284325016581	0.005041300716
a20	0.15616238972	0.06488214648	0.01222180972	0.018370789784	0.06795236272	0.01191111784	0.0532180633968	0.0426382752	0.0846429052	0.095073625948	0.059593204531	0.323650843654	0.0096824873
a37	0.20356208544	0.0656472844	0.00848137458	0.019746287428	0.0699038	0.01580025576	0.065728022254	0.0339466868	0.0758482872	0.02621580772	0.08634768868	0.3017873624	0.02698508314
a31	0.0829638598	0.13379447996	0.01135964794	0.020239359192	0.10544758674	0.01286357296	0.03687056069	0.0411659546	0.071483372	0.03062780112	0.1467690161	0.23764752234	0.068767254
a20	0.02793010392	0.0197470358	0.02283605298	0.04356989522	0.10099544104	0.04235698496	0.06141507912	0.0805993366	0.1202357912	0.081550549484	0.01698144414	0.379264927474	0.002517322166
a31	0.0347334478	0.12916732	0.0234582664	0.031106656218	0.07985883886	0.0148821044	0.021860872644	0.0257547414	0.0641219278	0.079770516992	0.07426953456	0.332923846182	0.0880919335
a46	0.01714118966	0.01939573646	0.0221380518144	0.051363451412	0.08014946802	0.0261079266	0.060905848334	0.109337331	0.16572888346	0.04916110821	0.035224085934	0.35983055196	0.003516355028
a20	0.0378136134	0.12490791	0.03885121688	0.044857481152	0.0418514304	0.0366756574	0.05390038296	0.0650424218	0.1720817686	0.062506852	0.060624556412	0.227913129943	0.032973564384
a31	0.05253493	0.1087175056	0.034911332134	0.035920110628	0.03726065532	0.0311656826	0.03624298232	0.1557211188	0.0534861696	0.02705111276	0.05333437	0.309314555534	0.0643394842
a20	0.063107873304	0.02996211892	0.018022631	0.045478074284	0.06839560044	0.0230584183	0.033809164248	0.18318457064	0.062774942	0.04625856448	0.04280674754	0.367760664	0.01538067268
a37	0.03529595804	0.060865632	0.0235234259	0.033112793058	0.02124049788	0.024374045	0.0521803674	0.1046572816	0.1734013644	0.08248272336	0.0602450779	0.312989555125	0.015631345048
a31	0.044117091	0.0657991768	0.03749563108	0.0350111595	0.0288037362	0.052730084	0.0646421879	0.1290585366	0.12144022	0.08955150872	0.0644408332	0.24188338512	0.025026458
a17	0.057624259324	0.0418726786	0.02173908952	0.04429649908	0.0566270588	0.0555089466	0.05885957484	0.1782413208	0.0411193524	0.03762486188	0.0872292808	0.2986230452	0.0206340766
a31	0.12371569482	0.0817330844	0.03764884094	0.03273782226	0.03071424926	0.0530434526	0.063101132	0.0933814252	0.1673324666	0.1054667966	0.06321422244	0.114486488854	0.03342431134
a18	0.05177306786	0.0645360086	0.0235064802	0.03766139888	0.040532804	0.06675069368	0.0724228098	0.1101619838	0.0514004862	0.09238353904	0.095059146	0.2479671478	0.04584439
a37	0.1493943516	0.1140572982	0.0378873954	0.0340464006	0.0346045432	0.0778115148	0.095595987	0.1098656112	0.0906272918	0.1065435706	0.04775201454	0.0600912298	0.04172280652
a20	0.1113871664	0.0684986704	0.038915036	0.041888127	0.044188314	0.0711324192	0.085207678	0.11830834	0.1313266324	0.104037732	0.0551297716	0.0768969052	0.053083237
a31	0.067887362	0.040607162	0.0289707408	0.0358001934	0.0399781136	0.0652753792	0.0782342114	0.101238144	0.1386847832	0.1025167876	0.0594898136	0.1926519448	0.0486653422
a11	0.088918498	0.10064448	0.038286224	0.0399548504	0.0402907476	0.04912234214	0.058385306	0.0692291892	0.0647254444	0.077316946	0.1280001816	0.1604673608	0.0846584452
a31	0.1101186164	0.0917053806	0.0462710964	0.0410645298	0.0460450986	0.0871294698	0.1013705244	0.1445687544	0.0843090924	0.0646992356	0.05987083	0.0637462726	0.059101092
a8	0.0830237186	0.0922523288	0.0506854196	0.0559273584	0.0485935542	0.0459585656	0.050944935	0.060051998	0.0476313522	0.078230044	0.110059406	0.1237384892	0.1529027872
</S>	0.104102836	0.0916759524	0.066739971	0.0713838354	0.0657144286	0.0794422832	0.0933060784	0.101193318	0.0584755898	0.0646272866	0.0657576252	0.0813552288	0.0562255658
