 	se	vieni	a	casa	ogni	sabato	</S>
a23	0.46885919	0.1910729447	0.127739542186	0.00662958254	0.0391222492	0.02059735508	0.14597915396
a31	0.5140802694	0.1672198216	0.083767054514	0.0252924394994	0.03157871721	0.0524205463408	0.12564115068
a11	0.371514294	0.376404573	0.07316930377	0.116956283223	0.042447551348	0.0082885532725	0.011219442916
a21	0.1932256912	0.191177444	0.0439965619	0.0785547872598	0.4465127319	0.024436708604	0.02209609954
a31	0.2031987246	0.113718882	0.1354836752	0.100054974582	0.36449361554	0.041332509352	0.04171759164
a20	0.0779223116	0.0615931322	0.1746946576	0.240508365548	0.178733156238	0.164844652586	0.10170373962
a31	0.1525364092	0.1312091884	0.0882655232	0.1520134932	0.1120206328	0.1360345651	0.22792019326
a10	0.2788684128	0.0504676714	0.1074574988	0.17068059356	0.1564561545	0.100505055851	0.135564608986
a31	0.1721666414	0.1678638274	0.0358336432	0.1410526204	0.15196743546	0.0803162306	0.2507996196
a21	0.1397261132	0.1254712414	0.0588757984	0.13412567824	0.16733392048	0.19894260488	0.1755246292
a11	0.2528599442	0.1957243638	0.0627678644	0.1161927824	0.1140656268	0.1048182282	0.1535711706
a3	0.1707669126	0.2019605035	0.0725852124	0.1053977468	0.1076387662	0.201022607	0.140628249
a33	0.242750644	0.2010817736	0.0711595238	0.0954891738	0.0798350084	0.154865605	0.1548182908
</S>	0.218789158	0.168808508	0.1480198328	0.0796436982	0.1239334578	0.123147986	0.1376573252
