 	volevo	Maria	domani	di	venire	da	me	</S>
a20	0.663994909	0.02171046496	0.009608289954	0.10541695298	0.17927654862	0.0045290848616	0.0124673474148	0.00299642447226
a24	0.6574475128	0.026655986038	0.02612775721	0.072553478514	0.1540650454	0.0284126765	0.0204792242274	0.01425832628
a31	0.18777094134	0.0717244391	0.014048532028	0.017937440292	0.244994293	0.011952675	0.32691831732	0.12465330014
a17	0.3514030534	0.006979174248	0.011907664892	0.128330666132	0.142708305	0.0656905988169	0.265937687818	0.0270428497704
a31	0.2133622892	0.08693361376	0.046760928292	0.02931022886	0.1906812186	0.047903484463	0.331492801511	0.053555415415
a37	0.2998338706	0.075853876	0.055352166368	0.112232959641	0.1496676684	0.044380772078	0.23359090557	0.02908781126
a10	0.20793024096	0.09716964388	0.067071219174	0.04397409196	0.2420742232	0.0876343750012	0.185992843944	0.068153385842
a31	0.14280990134	0.13059711348	0.08639767522	0.02147403152	0.189140106	0.098449793888	0.204865132595	0.12626624405
a20	0.31556147126	0.10709719126	0.02012482131	0.028836749626	0.1273625572	0.07177937608	0.321593278338	0.007644583008
a33	0.3213287488	0.02627718092	0.132547250688	0.014473778	0.0741671642	0.10941209228	0.215192019608	0.106601789792
a20	0.3552800698	0.05547136806	0.149493930136	0.0184882617354	0.0903591181	0.108632130703	0.141840519104	0.08043462376
a31	0.3827399602	0.1020447034	0.09125383508	0.031961705446	0.12654272736	0.09018270338	0.11446562914	0.0608087708
a5	0.2864426282	0.0679988054	0.079601683632	0.046878187972	0.15327764264	0.123361082818	0.19950197208	0.04293799168
a17	0.586028296	0.095041036	0.08326705886	0.02265904698	0.04258268048	0.0457445547	0.06941439036	0.0552629409
a11	0.4906146528	0.1043834934	0.0881824342	0.0389836464	0.0468740022	0.0643611088	0.0989697598	0.0676309124
a10	0.4653872328	0.1224150134	0.0660820404	0.04897260548	0.0394374288	0.0579969356	0.1351037467	0.0646049848
a31	0.2256175956	0.0664603084	0.03495100944	0.070821448	0.1403656982	0.0879399792	0.2100397634	0.1638042122
a24	0.441816206	0.050244541	0.0455690368	0.0563258238	0.0679390014	0.0830375828	0.158712612	0.096355183
a46	0.458972336	0.114502939	0.1192563008	0.0580951108	0.0427127666	0.054033519	0.0716790454	0.08074797
a20	0.265247162	0.1086258576	0.1071448834	0.085722636	0.091612782	0.0878632936	0.1501041014	0.1036792608
a31	0.320019566	0.086197444	0.0725567276	0.0699058968	0.1086670076	0.0788386718	0.1659205512	0.0978941068
a20	0.234761	0.0815518128	0.0546817144	0.070527307	0.091868358	0.14032318	0.177225008	0.1490616196
a31	0.287624984	0.116916054	0.0946828316	0.091379942	0.0771554052	0.0902068132	0.1271896756	0.1148442744
</S>	0.1353033672	0.085509813	0.0830519032	0.0817597578	0.0780156984	0.138109738	0.244625002	0.1536247128
