 	le	melanzane	vogliono	ee	girate	</S>
a31	0.0841548508	0.3175311686	0.301851924	0.08691755032	0.16367241452	0.045872101385
a20	0.05865723064	0.32041032192	0.302902246	0.10931002564	0.18244414546	0.02627604384
a18	0.0637996963446	0.270386735241	0.3641899666	0.028902399852	0.26891639394	0.00380484894
a20	0.0457188699576	0.082760255001	0.5490028325	0.03258870692	0.28630479	0.003624522164
a38	0.101560512416	0.042843683998	0.54201836972	0.107164092	0.20314195664	0.003271385644
a17	0.158071260483	0.067712653698	0.491140637	0.139166258	0.1245043228	0.019404893052
a31	0.144854290152	0.11679366516	0.2232076264	0.302996178	0.182733192	0.029415046032
a20	0.074249530642	0.074480401786	0.4019370364	0.184215729	0.2521899064	0.0129274266804
a41	0.209237074216	0.05783780402	0.20286257244	0.242881786	0.1263439088	0.160836880547
a29	0.169363012384	0.04831035992	0.2438054132	0.2886657412	0.144788596	0.105066905896
a11	0.1684300202	0.05881398	0.0503496233	0.444133428	0.121883256	0.156389703399
a31	0.182720289816	0.06075644156	0.0344946052	0.377376872	0.177943204	0.166708559978
a8	0.08086699472	0.06116255152	0.266529631988	0.265124577	0.158350764	0.16796549805
a31	0.21521621892	0.0695913502	0.0443902672	0.200198112	0.38513291	0.08547110336
a1	0.08318338724	0.05631560114	0.2632644403	0.217721707	0.1069967486	0.27251810384
a31	0.1366758388	0.0733696488	0.0479805436	0.2298671134	0.392828761	0.1192781372
a3	0.09217348548	0.089498695	0.21088261948	0.2826187028	0.094298483	0.230528051
a31	0.1131996392	0.0890227476	0.04515388952	0.2064119992	0.4185805746	0.1276311512
a8	0.0801458806	0.1088649874	0.11282472	0.2573459976	0.250570099	0.1902483116
a23	0.101184594	0.0914683504	0.0357157986	0.2493836466	0.445216292	0.0770313042
a31	0.1604433348	0.1167449072	0.0757473088	0.20087868	0.3651990418	0.08098676
a46	0.1475975064	0.1603516268	0.1596539954	0.2057524412	0.1864125146	0.140231878
a37	0.1336718224	0.0984373176	0.0672194456	0.214160668	0.3937483174	0.09276245
a46	0.1795114724	0.111978231	0.082411202	0.191313984	0.3379195648	0.0968655668
a24	0.144185208	0.099161514	0.07603083	0.2194847154	0.3755499748	0.0855877168
a31	0.207550317	0.09668574132	0.058958809	0.1370999408	0.4136354882	0.0860696984
a46	0.1802198744	0.173574408	0.2073088722	0.188442656	0.1279728668	0.1224813288
a31	0.133242212	0.1090298716	0.079887054	0.166219208	0.418842692	0.092778986
a8	0.129506436	0.1290302892	0.1912922592	0.235815689	0.1905607658	0.123794594
a24	0.1195204332	0.1069472536	0.0919256884	0.2110847048	0.3926402892	0.0778816432
a8	0.194132718	0.1134034076	0.0922746956	0.1901423588	0.3381288472	0.0719180092
a31	0.13088120448	0.1083165472	0.0894612778	0.199066586	0.402402236	0.06987212
</S>	0.166405084	0.155202542	0.2080298	0.191162744	0.1517133618	0.127486536
