 	perché	aveva	lavorato	molto	</S>
a46	0.7254815726	0.0696588868	0.01885720014	0.04200725244	0.14399506146
a31	0.5071201896	0.0871805191134	0.2724205656	0.089527491	0.04375130186
a17	0.3543720538	0.033094412	0.507457822	0.0884908322	0.01658486446
a31	0.1740030732	0.070534627838	0.320624638	0.38225954	0.05257810844
a37	0.2082825978	0.177887705908	0.293031676	0.24584793736	0.0749500888
a31	0.192102318	0.111637990102	0.110346415	0.36596969336	0.219943542092
a18	0.524020716	0.128374087328	0.123006719	0.15109651084	0.07350197298
a10	0.433806008	0.0682012311302	0.0549292586	0.3402323548	0.1028311683
a31	0.3007578932	0.117915761012	0.14275638	0.292022966	0.146547046
a46	0.55977439	0.049330955524	0.129844364	0.190366738	0.0706835578
a20	0.4592198028	0.0887720774	0.0690676728	0.279892438	0.10304798174
a11	0.591502508	0.1049454922	0.0739373506	0.1164014128	0.1132132
a18	0.61736603	0.08520994296	0.0784173424	0.0978011804	0.121205464
a31	0.56258849	0.0795948574	0.092418646	0.1473454552	0.118052532
a0	0.410318574	0.08369745692	0.1306841472	0.2476458912	0.1276539596
a31	0.533200698	0.118280866	0.095716744	0.139776882	0.113024862
a8	0.187436925	0.1506907914	0.199123282	0.244615883	0.218133104
a31	0.306316662	0.203132254	0.15844526	0.185437488	0.14666834
a7	0.189332827	0.170885822	0.229409242	0.205067154	0.205304948
a31	0.275034368	0.215816404	0.175681688	0.176351791	0.157115752
</S>	0.1469373238	0.193482466	0.237990872	0.218255424	0.203333912
