 	nella	pasta	metti	sale	vuole	il	sale	</S>
a28	0.36380707664	0.1736116556	0.23463145466	0.06211589432	0.019258237216	0.01862501204	0.04842248048	0.0795281372194
a31	0.11062905544	0.1573215966	0.19356738404	0.1013767932	0.124184832	0.153412637	0.143660412	0.01584731748
a7	0.1654120624	0.039573795	0.273547796	0.06207086107	0.053265619284	0.05615897958	0.3323605056	0.017610356972
a46	0.0794108828	0.19274789076	0.267390628	0.121246316	0.0921969762	0.0295252081	0.2118712606	0.00561083434
a10	0.171724164974	0.11172876508	0.083379796	0.06949841768	0.10067624308	0.09250564396	0.34411418	0.026372793716
a14	0.034083854108	0.196380933484	0.2204863352	0.081004716792	0.0813398194	0.11153560032	0.2284899374	0.046678790908
a31	0.0917773793	0.12050753452	0.0736864274	0.0499110632	0.06261767868	0.160957121668	0.389400658	0.05114217252
a0	0.07385377788	0.26896178364	0.126103408	0.0666918339	0.1452779972	0.126599664	0.17819118	0.014320365344
a20	0.0759717622	0.0809469426	0.1383532164	0.0737809026	0.059660555	0.1054437884	0.43402977	0.031813084
a31	0.08097115816	0.13808203574	0.07684660294	0.1385910128	0.060783232	0.07774918768	0.391992568	0.03498420396
a10	0.032065928852	0.074918662026	0.0683935282	0.1935819036	0.1160300196	0.1331549744	0.357377468	0.024477526684
a0	0.24347077674	0.0776071364	0.0383131518	0.108185524	0.1502106132	0.07796756128	0.247158698	0.05708651412
a18	0.1447747732	0.2512071142	0.0474574734	0.1785018312	0.1201211644	0.093167102	0.112185224	0.05258528826
a17	0.1047336308	0.2644831872	0.0382466708	0.1100281448	0.1675002552	0.131508642	0.139571768	0.04392773968
a8	0.085488541	0.2980221364	0.123762546	0.0972953712	0.157407474	0.1131997132	0.0804513256	0.0443728714
</S>	0.0573608592	0.3735040508	0.128826949	0.0860924694	0.1452849012	0.09750288564	0.06788753952	0.04354032854
