 	dovevo	comprare	pane	ogni	giorno	</S>
a8	0.689960616	0.04603570816	0.06792497134	0.06436008773	0.10891594233	0.0228026478645
a31	0.5504960246	0.077528724764	0.27022649748	0.078085700212	0.0158525722743	0.0078104509492
a24	0.5205774784	0.05935201632	0.0714583922	0.239962111237	0.1057212101	0.002928804446
a37	0.3526329466	0.04684959802	0.0525990942	0.49032044124	0.039422663532	0.01817526622
a14	0.6348759036	0.0212302376682	0.05336109886	0.23192579099	0.04121163838	0.017395327586
a29	0.44971041792	0.0144979102766	0.02709120828	0.404125530124	0.046323108096	0.0582518615
a0	0.5564593712	0.03268095827	0.04371540788	0.13343801016	0.0695595892	0.16414666874
a29	0.5366799141	0.0370797744	0.04475101118	0.21645958968	0.0800432702	0.0849864488
a20	0.4959036142	0.0318296466	0.03949959174	0.27838320158	0.08146673476	0.0729171992
a31	0.591091232	0.0367297116	0.0467312004	0.1173745846	0.0966703794	0.111402896
a24	0.6401913766	0.0316835396	0.043990421532	0.07243748748	0.0914426533032	0.120254556968
a46	0.676233738	0.04897076806	0.052990451	0.03282774092	0.0611872836	0.1277899916
a31	0.509012906	0.078383538	0.0847723414	0.0681914536	0.10412823548	0.1555115072
a0	0.555340413	0.0782574424	0.09706326752	0.076803305	0.077759083168	0.11477651788
a20	0.5751963	0.0793817296	0.0693681738	0.0447475276	0.0789680034	0.1523382708
a31	0.472728746	0.115175736	0.111961752	0.077568668	0.1039315838	0.1186335272
a46	0.492368484	0.12003824668	0.1020249244	0.0850350468	0.09576671024	0.10476658132
</S>	0.51755934	0.1089651796	0.0904495968	0.079508817	0.1013594452	0.1021576032
