 	che	non	li	aspettiamo	</S>
a20	0.6260180556	0.15546384474	0.03741239512	0.0291787628	0.151926933334
a8	0.402161002	0.07042070212	0.0126503226	0.2909729276	0.22379506887
a7	0.2161740448	0.0733690008	0.03793900073	0.265482932	0.407034999836
a35	0.0877692402	0.25220819	0.0587913231	0.18339733174	0.4178339106
a46	0.0913435556	0.2798872842	0.10890295469	0.1332202964	0.38664587324
a31	0.203216888	0.199886926	0.1540569154	0.1839409754	0.258898319948
a11	0.3538841694	0.098624835	0.1833570012	0.2141715704	0.1499624166
a31	0.1336506788	0.1337059706	0.1943190752	0.247633858	0.29069043828
a0	0.1505255588	0.075599558794	0.1761014848	0.344751869	0.25302150878
a31	0.1257740636	0.1463719306	0.1945733904	0.290106592	0.24317401022
a30	0.1856902133	0.1294488868	0.1486518204	0.404319384	0.1318897248
a0	0.194236464	0.1363401834	0.1888305054	0.270015148	0.2105776973
a31	0.1798089606	0.1558479388	0.1673991866	0.342056054	0.15488786592
</S>	0.152243795	0.1262932812	0.141087574	0.445790796	0.1345845548
