 	è	facile	che	stanno	ancora	svegli	</S>
a31	0.020204985	0.5860748084	0.00870289308	0.067372900502	0.024231588144	0.28774321612	0.00566963789
a39	0.05363171549	0.26464639132	0.071014706	0.3285649648	0.1747408434	0.0714374422	0.035963931852
a31	0.0031555350094	0.42786173604	0.018956661944	0.07799117574	0.0511642256	0.404140958003	0.01672968852
a0	0.0250622017	0.407637576	0.1795201074	0.1662745594	0.1262875072	0.0871419834	0.00807608328
a31	0.0195039020914	0.2519052024	0.06850098576	0.2027917902	0.1055082172	0.285137978745	0.066651906451
a13	0.030247977092	0.4059613932	0.11137120196	0.2947082698	0.0590340334	0.086257891328	0.0124192118
a31	0.020878989018	0.265320748	0.05810069174	0.2545033676	0.141654062	0.0956485638	0.163893565702
a37	0.09058498224	0.19869614	0.091255004	0.180270525	0.138729214	0.11985264496	0.180611525
a31	0.0470931175	0.31262384952	0.06370948832	0.24804181	0.1232519618	0.0537404994	0.151539286432
a11	0.12487022566	0.2966790574	0.09101634228	0.1189716412	0.163316982	0.0998625582	0.1052831924
a39	0.0611222457	0.3782548634	0.09831543148	0.1549043966	0.1337019143	0.0743921164	0.0993090455
a0	0.05908069876	0.5382831108	0.10659442514	0.113459365	0.086463728	0.04798726022	0.04813143238
a41	0.07831760436	0.521851204	0.13763565674	0.1240523266	0.07007636972	0.03697744192	0.031089442
a0	0.08503441534	0.412749207	0.138216707	0.154270803	0.1215440346	0.05319169264	0.03499314188
a20	0.0788469972	0.339233436	0.142437574	0.175949234	0.1286218412	0.099875663	0.0350352676
a31	0.0806917708	0.267271974	0.1557460616	0.163996752	0.148349842	0.1350369208	0.0489066498
a30	0.126937874	0.327080116	0.1586126688	0.1472497056	0.1140009276	0.072337194	0.053781513
a41	0.107614525	0.337688962	0.1861162772	0.157244888	0.0943026492	0.0676186304	0.0494141004
a31	0.1068944452	0.278295592	0.141517148	0.1412089004	0.1227912244	0.135481822	0.0738109254
</S>	0.190154576	0.170711292	0.0945091848	0.124372312	0.1350118792	0.189019162	0.0962215724
