 	la	sorella	mia	si	non	è	venuta	ancora	ancora	qui	</S>
a31	0.13452240572	0.01725397408	0.0274520334	0.04729476088	0.13422601096	0.01409208912	0.48473883536	0.028410309924	0.038315175264	0.03522401402	0.03847034978
a14	0.0394679431928	0.0209648329796	0.01756022626	0.133040653896	0.056199652945	0.00502266283054	0.5598865814	0.051179380668	0.0394296008	0.065472950802	0.011775508132
a11	0.00387167142	0.00154668042753	0.0041797126889	0.040046472168	0.12757281872	0.0347379527794	0.6598682538	0.01199875308	0.02156105836	0.05943291466	0.03518369784
a31	0.0021355029444	0.0109033108993	0.0136696649208	0.035025116142	0.034544312696	0.035348053945	0.4178939552	0.05376506262	0.1276071174	0.199123854615	0.06998404115
a46	0.0090356588718	0.0121313953086	0.027201049494	0.17143092144	0.100816992216	0.0159842464736	0.2285222376	0.035731714	0.20995505354	0.163731365268	0.025459363878
a33	0.0169678114748	0.00773078329842	0.0074576958956	0.009988645764	0.011596943928	0.0088254505704	0.3976709506	0.03660061834	0.2932359452	0.159218648966	0.05070647109
a23	0.01100866977	0.00513119589554	0.003752661868	0.0055451237	0.00388456332	0.00348254582	0.3890310082	0.0262307398	0.1876654118	0.25557544191	0.10869260232
a31	0.01353848607	0.0047170271113	0.004920971972	0.00410365098	0.00310494334	0.003283310568	0.471605969	0.08058055892	0.1851952486	0.1487851368	0.080164684726
a21	0.03957579086	0.00977933764408	0.008486198574	0.006410741394	0.01129743102	0.0380538435382	0.3291111906	0.1171959148	0.173307474	0.2512433066	0.01553878294
a24	0.066124990606	0.0083918502496	0.006390117744	0.0029798406	0.00601830294	0.007289015634	0.4268205338	0.21183063528	0.1820426792	0.06023878715	0.021873249392
a46	0.0780465087	0.01355263221	0.00769319858	0.01888365	0.02178868144	0.01563959296	0.3508417488	0.17517709788	0.153730562	0.115941262	0.0487051004
a20	0.05822655828	0.01490687488	0.028293263808	0.01555466884	0.0299796148	0.016329942752	0.3266548608	0.2421176968	0.1303946672	0.1190490948	0.0184927338
a31	0.0646582962	0.0221879092	0.0358845947	0.0259721884	0.019578679	0.02751251032	0.3504858124	0.1748782852	0.1246302832	0.13179265	0.022418763
a7	0.03466202606	0.0244634477256	0.01829410062	0.0158206264	0.0327559522	0.05394960848	0.1531507652	0.1572488292	0.274709418	0.20478365	0.0301615982
a10	0.05175187	0.014572608914	0.022364661426	0.01161857892	0.0277745852	0.021842621548	0.3119947106	0.2772487068	0.133005748	0.10443426224	0.02339165228
a31	0.0422294808	0.02087895637	0.02808766066	0.0196771646	0.0395740166	0.03202773272	0.1891658632	0.157183112	0.171423234	0.2558607008	0.0438921064
a0	0.04089157088	0.04153879421	0.02895362949	0.02754466512	0.0475634589	0.0602782192	0.1550283696	0.1758721416	0.147018838	0.235850668	0.0394596294
a31	0.0498534028	0.02482513584	0.025420244096	0.0190369103	0.0528733722	0.027600035728	0.2433606526	0.2584605872	0.109177587	0.14705843138	0.042333593192
a37	0.0767733812	0.06157958256	0.0453058091	0.0479331308	0.0556069774	0.0556952866	0.10470628	0.1421537996	0.1575065976	0.191584008	0.061155159
a20	0.06150845376	0.037917844032	0.03037910686	0.02724043648	0.0630284786	0.04068580138	0.1689780346	0.2403581224	0.0973417148	0.17752214008	0.05503987524
a37	0.0687572922	0.0494306699	0.0450055406	0.04154932292	0.0792711044	0.0534904493	0.0927667754	0.189588411	0.1269428716	0.1863096436	0.0668879294
a13	0.0832107404	0.0479258274	0.0388045352	0.0408178682	0.1045827324	0.0520992738	0.156273353	0.1537671276	0.133858296	0.1229750976	0.0656851628
a39	0.123767504	0.054405003	0.03303047374	0.0339769046	0.0822406554	0.0402603997	0.2178843316	0.1388558136	0.1325679424	0.0844923356	0.0585186194
a17	0.1039116512	0.0533248206	0.0281375298	0.0311691466	0.0563152	0.03905774016	0.2211470394	0.1425316676	0.178384704	0.0968813388	0.0491391808
a28	0.0648837586	0.0471691008	0.0326752274	0.0321669652	0.04921040712	0.04612112468	0.2532375474	0.1645340608	0.168351716	0.0920220182	0.0496280932
a31	0.0610551618	0.042501305	0.0310939402	0.0310759607	0.04586378236	0.0402504314	0.2942723946	0.159276908	0.1587218474	0.0853016652	0.0505865998
a0	0.1043596742	0.0575549812	0.0381304546	0.02849463268	0.0323446766	0.0397410834	0.2722481012	0.1064602064	0.1476658996	0.1089339528	0.0640663016
a13	0.1459242108	0.0823308624	0.0436047612	0.046280341	0.068609768	0.0508589534	0.2263736378	0.1121838726	0.097924908	0.0714445028	0.0544641702
a31	0.0818065852	0.0502270416	0.0417141284	0.0377638172	0.0461896798	0.0415110404	0.3528371466	0.1131310954	0.106973224	0.07351775	0.0543284566
a37	0.1767491854	0.0844856291	0.0389087632	0.0349865228	0.036030613	0.0424012904	0.1074930352	0.101601342	0.147853394	0.132528514	0.096961707
a8	0.125626352	0.0830297504	0.0522968192	0.0491734052	0.0834321944	0.0564335172	0.1946656274	0.0985870204	0.094382272	0.08165571	0.080717289
</S>	0.1010883166	0.0702028628	0.0592540818	0.0531038626	0.072641216	0.0679988538	0.0873016024	0.0967057742	0.159804022	0.1318926	0.10000683
