 	le	canzone	si	scrivono	alla	notte	</S>
a20	0.7082970002	0.01496400434	0.00510135408	0.12894207524	0.101329794468	0.02778822336	0.01357755972
a31	0.435988284	0.0075704379554	0.011487449116	0.16044758068	0.03206731138	0.2581870212	0.0942518892
a0	0.23970922928	0.07342063066	0.0569643313956	0.04432678038	0.0351036655016	0.4815198848	0.0689554672
a20	0.17856843404	0.014090862188	0.03611445916	0.42508339242	0.03842115702	0.2546814714	0.0530402454
a31	0.1870868152	0.016145392804	0.04164722868	0.3251174444	0.07467095482	0.2398345818	0.1154975493
a13	0.22766586976	0.0058486406136	0.18154669146	0.25652259396	0.04183541244	0.2616682294	0.02491251242
a38	0.1244408182	0.005652929996	0.01742804752	0.048585391552	0.0279537556	0.449518429	0.32642065812
a31	0.177176977	0.007099986586	0.0427701424	0.058227075	0.0356208246	0.382134384	0.2969705947
a20	0.03073663	0.0080440880684	0.0216484064	0.107987062606	0.306392159	0.4811270556	0.0440646195
a31	0.1485113644	0.03075508572	0.0491562564	0.04052733818	0.0794714534	0.394153956	0.2574245676
a20	0.101542124	0.010653175364	0.04614620732	0.0874902478	0.402426052	0.269666629	0.08207554334
a33	0.101786535	0.04195891036	0.0468570006	0.0509280839	0.207587716	0.370081988	0.1807997686
a31	0.0871595518	0.07472456188	0.180289198966	0.0637215948	0.2086910786	0.26478829	0.1206257346
a28	0.1226897178	0.0891933257	0.0549722379	0.1389244656	0.1526210912	0.314186752	0.1274123796
a31	0.1525705986	0.3386916476	0.0648394474	0.0316977084	0.1884145858	0.119395081	0.1043909262
a0	0.1178777326	0.1038327854	0.1431943848	0.114064902	0.2065438252	0.191250408	0.1232359496
a31	0.148989396	0.320027758	0.085651762	0.0630037508	0.1955341788	0.096345207	0.0904479272
a3	0.13422862702	0.1464627688	0.175854496	0.122424476	0.1570906188	0.123546732	0.1403922528
a31	0.132327234	0.282797576	0.133438056	0.0922974136	0.1796362894	0.09444667	0.08505674906
a46	0.162171208726	0.186234924	0.157513806	0.126263674	0.1268824272	0.104799248	0.136134668
a31	0.1429373512	0.235840672	0.181831932	0.1096183654	0.132734652	0.10026948	0.0967675277
a39	0.14750803562	0.2226228812	0.137170018	0.118236112	0.14363799	0.1114146832	0.1194102882
a35	0.1556539788	0.223551454	0.190302744	0.1127527228	0.121733692	0.09856396012	0.0974414676
a31	0.173930234	0.205085946	0.155168388	0.118855768	0.1429533874	0.104712134	0.099294167
</S>	0.1308225655	0.181095313	0.13600794	0.131591657	0.134498366	0.1304507802	0.155533368
