 	quando	venne	arrivò	Giovanni	Anna	ancora	aveva	di	cucinare	</S>
a23	0.02696390694	0.085918338578	0.007820573164	0.02920983218	0.07686186682	0.016067050372	0.0019377299544	0.006665827664	0.54920618452	0.19934872438
a31	0.045562954804	0.2796398022	0.0135900504057	0.13815335228	0.04984125156	0.10681099792	0.0481130151552	0.035834447318	0.245716406812	0.03673772083
a10	0.005648307976	0.0350310594	0.0125240968604	0.0177807316512	0.180971386753	0.085162849972	0.0592258810638	0.0259864281794	0.52967347814	0.04799577156
a41	0.001779481648	0.0479465128	0.0409029730378	0.162396115756	0.2510999344	0.0380364592	0.007425436181	0.0150729123592	0.426377111676	0.008963079582
a24	0.0038665386216	0.083052451812	0.0128750680215	0.142024360154	0.131547775792	0.0518063350332	0.0112798935229	0.0056362733886	0.553844869358	0.00406642287
a46	0.00549859416352	0.10820245256	0.0141158928621	0.111490991812	0.064255701332	0.076413312472	0.0207937178972	0.010343251454	0.579661870539	0.0092242215232
a24	0.0126033990486	0.264255703736	0.0332515879067	0.0792414611072	0.0652228512332	0.0787342140976	0.0202445253904	0.012947897758	0.4178391877	0.01565913678
a37	0.007407656892	0.04474378408	0.0140455158894	0.0322564935	0.09534254624	0.13873925074	0.0387500237016	0.01814100435	0.581510780406	0.029062959904
a46	0.00746321332	0.0952637084	0.0428593312828	0.04643374338	0.1851089874	0.1520344707	0.02875694602	0.01271168978	0.41823306754	0.01113482982
a31	0.0086056971	0.1540263128	0.0315422845348	0.0327250287	0.1655760988	0.1553349408	0.02862228016	0.0163728215828	0.388796390788	0.018398171174
a20	0.01070500128	0.03054727356	0.019405615974	0.07029548288	0.18906719044	0.17167120372	0.026613828028	0.01668047052	0.45755068196	0.0074632469372
a8	0.00759080748	0.0749175124	0.0823231738872	0.046919614232	0.14295736132	0.179285759612	0.0358820283188	0.0147355466832	0.407258589306	0.008129635668
a31	0.00396905094	0.0215983188	0.021788493652	0.10496313224	0.27725758624	0.12114391608	0.02651835818	0.0168638346534	0.392821660946	0.01307563348
a10	0.007334151662	0.01324312214	0.0170047974384	0.05190907064	0.184433920292	0.13008862944	0.0514904426584	0.02453361868	0.506536323808	0.0134259269328
a31	0.01955814956	0.0443400266	0.076288989252	0.03832250408	0.173186705552	0.187315627268	0.054016744126	0.0220950642272	0.37743653314	0.00743967658
