 	quando	è	arrivato	Giovanni	Anna	stava	ancora	cucinando	</S>
a31	0.329279276	0.0531318616	0.20754236578	0.1795468922	0.1097680376	0.016626411086	0.009990615396	0.078650844836	0.015463716944
a8	0.020834979728	0.008016009066	0.00724872336	0.1692694532	0.1491876792	0.0652427772132	0.05939583372	0.5035246165	0.017279865212
a31	0.02974053966	0.0038429468564	0.112830627315	0.13779833812	0.07095041184	0.032999096234	0.0584461564	0.4934770042	0.05991486348
a10	0.039822982	0.02160228223	0.01461820049	0.065939426	0.0784997522	0.063377064786	0.200817031	0.458527516	0.056795729
a39	0.0235619706	0.0051679286968	0.0826654627148	0.1576546296	0.0487788612	0.049617217619	0.1462941088	0.425921746	0.060338088
a31	0.2193072161	0.003601022202	0.16013169313	0.0600243404	0.0481466386	0.0218463847248	0.19532226358	0.24399208568	0.04762837228
a20	0.0183126084	0.0022984963152	0.0565182204691	0.0595811954	0.15621790772	0.10566430246	0.1801508988	0.3904774188	0.030778974966
a31	0.07423974452	0.004129173954	0.02276978544	0.04954885344	0.05189733992	0.0289599174	0.3227498112	0.343517106	0.1021882874
a8	0.034387815	0.0023530512246	0.0078492525226	0.05879729324	0.1579204632	0.05450546768	0.2549133449	0.3904484164	0.03882486578
a31	0.06206232324	0.003890776006	0.01478326796	0.03821610984	0.0484326976	0.03688036876	0.3512098486	0.358517112	0.08600745384
a17	0.05530691554	0.012028238973	0.02060968054	0.1142775608	0.113671384	0.0294833578	0.229029674	0.3675254647	0.058067733
a37	0.104440484	0.008655372192	0.01871834034	0.03133064468	0.0415669968	0.0406094244	0.253267758	0.419275964	0.0821349997
a23	0.042969966	0.028915562726	0.0278022478	0.0247368688	0.025750548	0.0356815328	0.207674364	0.51028384	0.0961850632
a31	0.0659084136	0.049922836456	0.038642594	0.0383760122	0.08117368214	0.06209842814	0.17945293	0.382132396	0.102292728
a42	0.1231700172	0.0258964062	0.03572700998	0.0383932316	0.0766334454	0.0315285952	0.2145788132	0.373476308	0.080596128
a31	0.05025905364	0.0271880411	0.0442819556	0.0321168708	0.1069080468	0.0662088092	0.1622166192	0.382157806	0.1286628006
a20	0.1891738126	0.0590985052	0.08046757432	0.0575951186	0.0530319178	0.0581115078	0.1582099094	0.266060528	0.078251134
a31	0.158164494	0.0801665096	0.1137561104	0.0619077548	0.138883228	0.107893718	0.13305929	0.131303316	0.0748655232
a17	0.110813436	0.1052736206	0.1442301612	0.110791464	0.094745103	0.1029317162	0.10837494	0.1247948336	0.0980447286
a31	0.1386629934	0.082525961	0.123618306	0.0831973838	0.1321863208	0.1576719536	0.108422659	0.0886375632	0.0850768508
a20	0.116679068	0.11705409	0.134761601	0.1208595202	0.102604627	0.1097161254	0.102253111	0.0914480126	0.1046238704
a31	0.143979226	0.097010088	0.145854404	0.097368999	0.1036434348	0.164313591	0.090041492	0.077850628	0.0799381168
a46	0.11939682774	0.117564504	0.141252803	0.1184143748	0.0995914148	0.0964725924	0.0979468304	0.0938600648	0.1155005728
a8	0.142803858	0.109559939	0.1470097072	0.106760528	0.100030395	0.1445875206	0.089985272	0.0776318044	0.0816309584
a31	0.140212412	0.113622964	0.1314492128	0.099258114	0.0971437456	0.111987896	0.1228902212	0.0970325158	0.0864029412
a18	0.1632517832	0.0954850056	0.099187095	0.0866134396	0.078569061	0.07676862	0.119386484	0.1392323666	0.1415061488
a31	0.164235258	0.11242138	0.132187584	0.1014514476	0.0944949264	0.121337169	0.102271949	0.081945602	0.089654714
a20	0.13273663952	0.1025764652	0.115273293	0.0982490504	0.088916696	0.086808035	0.1079501572	0.110685433	0.15680419
a31	0.1441049842	0.116993215	0.138056453	0.110533986	0.1015267792	0.1238779046	0.097931219	0.0801485254	0.0868269106
</S>	0.1212140951	0.1057231854	0.120777261	0.101869386	0.0931348356	0.0899445872	0.099831446	0.1077656468	0.159739556
