 	il	cibo	vuole	mangiato	appena	lo	cucini	che	è	più	saporito	</S>
a8	0.1996495742	0.30839994	0.1025072076	0.0382763217	0.0128393193496	0.03566298006	0.11422081738	0.0155850696	0.00228110982	0.14590916676	0.0197803352584	0.00488813357
a3	0.3516201408	0.25843635706	0.0703810204	0.000907603948	0.000620751866996	0.00788468148	0.0179266841365	0.106352563693	0.017988320709	0.14036925734	0.025551409756	0.00196113646
a31	0.0609555022	0.0817135784	0.05219448474	0.00218639782576	0.0004380470374	0.034886137	0.312492436824	0.03592230708	0.008931172072	0.0855004362	0.051129590988	0.273649906
a7	0.1551844639	0.1220717552	0.07548162164	0.003211610826	0.000221159922	0.081115722512	0.198781105116	0.02828773468	0.01291662018	0.15167535614	0.133919735528	0.037133134736
a20	0.06979987352	0.1197896582	0.04772280288	0.003096523564	0.0005559457047	0.0179696028	0.12477784341	0.191340758948	0.054240140564	0.168578518468	0.109355498168	0.0927728334
a24	0.1538560574	0.1021561847	0.09179700658	0.004475702756	0.001359402528	0.048266514	0.05605170907	0.18182725098	0.02529810533	0.13747316398	0.11868912048	0.0787497958
a31	0.06236126476	0.0984427048	0.039753128	0.005732066768	0.01070556514	0.1374389246	0.076761754592	0.049121615	0.01941052756	0.2381252246	0.09176476946	0.170382444
a20	0.0346137444	0.07684592554	0.09374409276	0.057707260745	0.0010627754152	0.060610663	0.107499048206	0.03315451308	0.01405631328	0.33067349492	0.12319659508	0.06683557336
a31	0.2412260804	0.095122167	0.1062436324	0.03328503848	0.003903074728	0.067992168	0.04501499412	0.0204868631	0.01096304588	0.12100454884	0.081019419	0.17373899028
a28	0.0787594908	0.05028458426	0.11901989518	0.110904703984	0.002869756566	0.0348290734	0.06677799694	0.027759431	0.02430021524	0.3089516625	0.1184363038	0.05710689872
a31	0.2094981536	0.2137875774	0.0568000764	0.03804912956	0.00564591544	0.0369472636	0.0349476222	0.0308246842	0.03608775656	0.0611932392	0.174394444	0.101824143
a3	0.174881158	0.088716395	0.09505536976	0.098513977748	0.014126552412	0.0385275286	0.00999224148	0.0340649998	0.09443529703	0.07855841308	0.2424422608	0.03068578932
a31	0.1230688872	0.2509121924	0.048806133	0.0219500528	0.0131802342	0.0256409278	0.022698134	0.0530781074	0.07522384288	0.0350779442	0.2390212872	0.0913422942
a35	0.136791216	0.188751932	0.0753827398	0.046854994	0.02567773312	0.0481048756	0.0257720238	0.0481317306	0.071043027	0.0440692569	0.227784782	0.06163569712
a31	0.11467713312	0.2196457204	0.0396650494	0.0422697981	0.0337292258	0.0359443272	0.0531840042	0.0871697142	0.10956983248	0.0534345772	0.14254236	0.06816825514
a20	0.0941744484	0.1641445808	0.0698523924	0.051839554	0.0505243202	0.0579152312	0.0563051074	0.0555551398	0.07386633948	0.042430108	0.212432018	0.07096080488
a0	0.1340408512	0.174074479	0.055697388	0.0572564098	0.049408046	0.0475424228	0.059052308	0.0830129176	0.142807679	0.0469438268	0.1087199936	0.0414436622
a31	0.10017413994	0.1255213697	0.0591232458	0.0626442672	0.05281180584	0.055635025	0.117467382	0.1071693312	0.07683116222	0.0696517014	0.123159418	0.049811163
a38	0.09480610861	0.09504364203	0.0560298578	0.0506162638	0.0573080934	0.0577411428	0.1464080708	0.1254280902	0.0582009168	0.0574471948	0.1015662978	0.0994043392
a8	0.127251978	0.161813454	0.0864708312	0.1011254162	0.0548526328	0.0819323632	0.089782294	0.0754083356	0.0558183498	0.0460173272	0.0711893256	0.0483376888
a31	0.1026736832	0.1067418732	0.0721741534	0.0750413924	0.0706736508	0.071050901	0.092193925	0.072969602	0.0846421752	0.0555625954	0.1398089356	0.0564671182
a46	0.07915257846	0.0958275296	0.0761111564	0.056261528	0.090317908	0.074844949	0.084463054	0.073621676	0.0727433814	0.0743678722	0.0867591646	0.135529198
a31	0.109698997	0.119946982	0.0813227208	0.087542922	0.0902281208	0.0825218372	0.08439135	0.0673088996	0.0688106552	0.053322545	0.0851578636	0.069747083
</S>	0.07442024794	0.0876712172	0.08157854	0.0637127026	0.1002636892	0.085536154	0.0746513278	0.0637630042	0.0798291268	0.0606334506	0.0771642132	0.150776303
