 	se	vuoi	restare	sempre	magro	non	magniare	la	sera	</S>
a31	0.0332441130948	0.211664434786	0.27363950466	0.13894882014	0.2024657897	0.01968716536	0.0989079562	0.001367795454	0.003615104218	0.016459324008
a24	0.0167394904	0.2395741648	0.272762776	0.2192487594	0.102100074862	0.08949464608	0.0104291332551	0.0285849495066	0.0183236670646	0.002742348238
a16	0.00521972978	0.3677992394	0.2198732406	0.15771163068	0.213319264296	0.01374472912	0.008213670077	0.002258938622	0.0089043853272	0.002955238154
a28	0.052775077412	0.44334726224	0.09818186	0.1105942732	0.251557449171	0.00912135348	0.001560113082	0.00489682956	0.02005303888	0.0079128013762
a31	0.041619442788	0.37308135224	0.1079824468	0.1438752254	0.238064459462	0.02860890012	0.00093497968	0.00724602546	0.03972665812	0.018860510388
a37	0.04771511112	0.3539948868	0.20139798294	0.1692903796	0.171622280328	0.021640413234	0.00376480549774	0.00929729890254	0.017923582932	0.003353268914
a24	0.03651430564	0.3433555012	0.1513425736	0.2319054472	0.157150449757	0.045798814188	0.0009303288042	0.007568184108	0.0208524047	0.004582009662
a46	0.02656386152	0.0637488566	0.2141385784	0.265070458	0.196749098912	0.05560827944	0.00962487694	0.02544292596	0.12676097928	0.0162920549
a31	0.01774974598	0.102694826	0.2462006478	0.306272122	0.209045285655	0.0538924075	0.00198448318	0.01062095362	0.018865442216	0.03267407124
a10	0.02963580378	0.13796006052	0.246068906	0.151731256	0.344798989913	0.02093191248	0.001482965258	0.011093398648	0.0404812234	0.0158154811
a11	0.0285412374	0.0582960672	0.214216678	0.325472397	0.27876427828	0.05425454046	0.0021842716	0.009394113	0.01800845746	0.010867954284
a31	0.0722718068	0.0659653978	0.1797348208	0.30222836	0.21949164408	0.06057352196	0.01024545508	0.0319469952	0.03115152512	0.026390488652
a0	0.036912175752	0.103394805	0.204265908	0.281186318	0.26981121272	0.04210291772	0.002754420952	0.01341456786	0.03009108586	0.01606658318
a31	0.0530955656	0.0676418924	0.275557068	0.285784728	0.18619661872	0.05182604528	0.01020806496	0.039347352	0.02117836516	0.0091643038
a39	0.0508029262	0.0858726812	0.249378256	0.205670516	0.2316384237	0.0935998496	0.00814406156	0.0156688462	0.0354524874	0.02377197562
a29	0.07685915032	0.0571209034	0.320692976	0.255701362	0.147918824	0.0419850942	0.01913675984	0.05359987796	0.01619731002	0.010787715712
a41	0.0886521872	0.0511686238	0.181196146	0.18990644	0.264744398	0.0612976374	0.03196145116	0.0725661018	0.0293154116	0.02919156274
a35	0.1146331042	0.0442361422	0.1856337528	0.228810446	0.2495149686	0.0602457051	0.04128988364	0.0417093827	0.0234942658	0.01043233544
a20	0.06538263846	0.0384439092	0.2164356486	0.214181872	0.316312834	0.069267097	0.02149978516	0.0255344592	0.020764453	0.01217733178
a31	0.065143616	0.0587607594	0.246690034	0.151008676	0.282214346	0.07405079	0.0221504328	0.0459174196	0.03154342222	0.02252049596
a37	0.07126283876	0.037600229	0.2342617425	0.189672066	0.2020796276	0.1641674762	0.01543490254	0.0441232026	0.0320725716	0.00932533356
a2	0.12355894376	0.03883435932	0.1906193	0.190626796	0.248737828	0.0576007122	0.05663887052	0.0465245886	0.02820154968	0.0186570362
a20	0.0325965184	0.03113025484	0.2317897392	0.173081884	0.23843218	0.1772936692	0.0231581304	0.0365095862	0.0375109712	0.0184970402
a0	0.0595957004	0.0422106728	0.187049106	0.18936572	0.310790732	0.047760154	0.03497983628	0.04326585072	0.0512454314	0.0337368168
a31	0.0787120952	0.052296441	0.189739706	0.17230741	0.310681836	0.0573510506	0.03092843012	0.0399000816	0.039167444	0.0289154468
a16	0.0867495646	0.0731772914	0.1834635396	0.186930083	0.1442055526	0.1477411836	0.0288584306	0.0613176952	0.0516955848	0.03586109
a31	0.149193627	0.0887450654	0.144251256	0.170309724	0.1222394454	0.0552833724	0.0656291052	0.06942113	0.0918490772	0.0430782044
a20	0.1012091122	0.0417125864	0.1036402304	0.0960936816	0.1092749742	0.105346701	0.0737348458	0.145115466	0.1273905946	0.096481819
</S>	0.1270229148	0.0788204188	0.142381646	0.147369306	0.1001312758	0.0709720472	0.0910279576	0.0779315836	0.1128288844	0.0515139608
