 	vuole	vuole	mangiato	caldo	</S>
a37	0.6203622	0.15313371336	0.017878134912	0.009489521892	0.199136404384
a31	0.541112726	0.3560836652	0.0768374291468	0.00104221101	0.024924019438
a41	0.67068686	0.226689806	0.093942473078	0.00488696686666	0.003793842592
a31	0.2655516	0.304478962	0.18824531214	0.0911743009377	0.150549841634
a11	0.255972876	0.2501476984	0.1301994009	0.347785221298	0.015894790658
a20	0.59000167	0.234527234	0.05802745364	0.0692308596944	0.0482127942612
a31	0.397157648	0.221287396	0.1282027412	0.1754682256	0.0778839596
a18	0.1787790852	0.1501394756	0.2275694714	0.17937778488	0.264134145
a31	0.227750968	0.22781232	0.12952864	0.120305438	0.294602636
a20	0.1633900694	0.14535215888	0.1511020558	0.21293797164	0.327217718
a21	0.125389022	0.15011441	0.140410517	0.285444942	0.298641114
</S>	0.1665462066	0.1979533852	0.166757538	0.274029134	0.1947136986
