 	lo	posso	finire	di	fare	</S>
a20	0.70520198796	0.0328071773008	0.005900226048	0.05270672792	0.00776918486	0.195614654518
a31	0.767644366	0.009162713162	0.0739730617781	0.0791508793912	0.013303380656	0.0567656130245
a46	0.43886466382	0.352293851788	0.0121260288122	0.18192521847	0.01265980682	0.00213043506
a31	0.6863727674	0.176755242323	0.0552118087502	0.014277287128	0.0514264888	0.015956331244
a41	0.6023050352	0.156107247732	0.200434728581	0.0128867962396	0.01884020355	0.0094259738656
a18	0.762554136	0.164319313726	0.02594959714	0.010838579568	0.02212218974	0.014216159886
a7	0.713964018	0.156096239434	0.03084400372	0.02458555382	0.0195978176	0.054912386452
a41	0.571035087	0.1035915158	0.134223435	0.08213742016	0.046235866	0.062776678
a31	0.394297102	0.036120128112	0.10186549988	0.1516585054	0.11581381	0.2002449072
a0	0.505586074	0.049493465348	0.0581319392	0.1774182156	0.100030744	0.109339566
a31	0.21292772	0.0578321424	0.221937644	0.1413780774	0.0753408346	0.2905835474
a39	0.242889624	0.0973677628	0.1277191256	0.178791519	0.149033226	0.204198756
a46	0.192322254	0.1392657768	0.209906786	0.17816848	0.140249208	0.140087498
</S>	0.185446676	0.171243816	0.173387052	0.193025794	0.1533962974	0.1235003518
