 	ho	finito	di	scrivere	</S>
a38	0.58988974334	0.09420310246	0.0272843350268	0.085199963342	0.203422866334
a31	0.4693074956	0.25502368194	0.0550926479326	0.152644551049	0.0679316732
a15	0.6166445692	0.1170002966	0.252197560009	0.0039574003846	0.0102001448432
a18	0.3944315352	0.243860788	0.347503913366	0.0079876501268	0.00621611036
a31	0.1569424236	0.397065675	0.28611765784	0.114973755647	0.044900459038
a37	0.1507759768	0.4819075814	0.212927664156	0.146721862396	0.00766688922
a31	0.32357324	0.3017158226	0.16940735792	0.09935613144	0.10594740062
a0	0.379387392	0.272860182	0.1836850711	0.045902531584	0.118164810348
a31	0.1482330186	0.2225259632	0.2357386642	0.0810670528	0.3124353126
a18	0.265257688	0.2838216	0.1826531952	0.1140908124	0.1541766928
a31	0.1717537384	0.1486295328	0.232506486	0.214253606	0.232856628
a39	0.1638258652	0.2024724772	0.17658959	0.1547030388	0.302409066
a20	0.184541285	0.174077868	0.261842792	0.195963676	0.183574352
a31	0.182039494	0.210118424	0.180476222	0.274704452	0.152661428
a8	0.1614919094	0.1647238316	0.209415908	0.227870704	0.236497648
a20	0.208282802	0.204461014	0.22849365	0.17263025	0.186132298
a31	0.200601562	0.200690409	0.171085739	0.266894878	0.160727372
</S>	0.199742212	0.1775271634	0.20845687	0.210639504	0.203634214
