 	quest	anno	che	viene	mangio	quanti	voglio	</S>
a23	0.079076431584	0.114070357198	0.017128135226	0.00089260199758	0.076991265718	0.46687988232	0.048547012312	0.196414324036
a31	0.021552772	0.195416611912	0.00574934982	0.0006123058908	0.155719512634	0.432817128917	0.100239407312	0.0878929638592
a37	0.30459899148	0.040905977016	0.017619689412	0.00129665612179	0.024272392186	0.26769121348	0.304861727576	0.03875335372
a20	0.09696497364	0.1893222638	0.092389213528	0.0046673395616	0.0221942426	0.470828245272	0.1138311133	0.009802587597
a31	0.14557893388	0.28203203024	0.079729006036	0.0053606220956	0.04948028136	0.3841056835	0.043213473748	0.0104999892157
a7	0.132783187336	0.268708034	0.04722720234	0.0012444855052	0.01169191988	0.458803799352	0.0783115425512	0.0012298443342
a10	0.091296472	0.1971935622	0.1325894445	0.0084574773	0.1587433806	0.24739984624	0.1222044849	0.042115346908
a41	0.0945632454	0.243558978	0.163833052	0.030125540874	0.1640825644	0.221831567	0.0499628368	0.03204220855
a37	0.0708327924	0.1672281576	0.1168398768	0.0198887684	0.130564716	0.3881812978	0.0405874182	0.06587697478
a14	0.0505338556	0.1170573816	0.1435618744	0.04642724476	0.1636919328	0.398346035	0.0556069008	0.0247747584
a31	0.0367933757	0.06785811536	0.122063084336	0.050193784328	0.080191918	0.423731846	0.1123795834	0.106788302164
a20	0.12333770604	0.081845182	0.099074841	0.03719420236	0.16425932404	0.2939225028	0.1799224316	0.02044378708
a31	0.02965730456	0.07529664644	0.10572548572	0.0555479362	0.0807210632	0.5101925774	0.0788226298	0.06403644502
a37	0.137447343793	0.09252487432	0.0699373357	0.06237880138	0.15405885334	0.2282014922	0.184257536	0.07119375442
a7	0.031442935	0.08003454752	0.09463977416	0.041103094	0.061743166	0.54806734	0.1056606844	0.03730842188
a10	0.0413012334	0.088937483	0.1043400284	0.0864563564	0.0749916528	0.425268298	0.1214742236	0.057230696
a7	0.0378288636	0.0619963576	0.0672298246	0.0903441476	0.0696551374	0.360362554	0.1642827408	0.1483003944
a39	0.0633968192	0.0933568492	0.111993912	0.0653477632	0.149598039	0.246639056	0.1578539488	0.1118136046
a10	0.04462540692	0.05459060464	0.0941981176	0.0547920186	0.127435196	0.3831957652	0.134802786	0.1063600616
a32	0.0440072044	0.057843148	0.07844534188	0.0709054068	0.0665801542	0.4132172592	0.1227216312	0.1462798504
a19	0.06036626608	0.080394723	0.0802685608	0.0551676644	0.0623699866	0.1505740728	0.2725067652	0.2383519528
a31	0.04844987644	0.0526024072	0.0722927738	0.0451821102	0.0642602936	0.141064655	0.340950514	0.2351973686
</S>	0.03869417236	0.0455956132	0.0613941144	0.1243569336	0.0830035654	0.285423501	0.216846754	0.1446853096
